cluster_id	dup_class4	region	meta_index	rel_pos	n_summit	width_bp	cov_frac	density_per_kb
clust0076	clustered_cis_ohnolog	right_flank	46	1.325	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	47	1.375	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	48	1.425	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	49	1.475	2	5000	0.2644	0.4
clust0076	clustered_cis_ohnolog	right_flank	50	1.525	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	51	1.575	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	52	1.625	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	53	1.675	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	54	1.725	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	55	1.775	1	5000	0.1034	0.2
clust0076	clustered_cis_ohnolog	right_flank	56	1.825	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	57	1.875	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	58	1.925	0	5000	0.0	0.0
clust0076	clustered_cis_ohnolog	right_flank	59	1.975	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	0	-0.975	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	1	-0.925	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	2	-0.875	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	3	-0.825	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	4	-0.775	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	5	-0.725	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	6	-0.675	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	7	-0.625	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	8	-0.575	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	9	-0.525	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	10	-0.475	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	11	-0.425	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	12	-0.375	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	13	-0.325	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	14	-0.275	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	15	-0.225	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	16	-0.175	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	17	-0.125	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	18	-0.075	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	left_flank	19	-0.025	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	body	20	0.025	0	601	0.0	0.0
clust0071	clustered_cis_ohnolog	body	21	0.075	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	22	0.125	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	23	0.175	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	24	0.225	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	25	0.275	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	26	0.325	0	601	0.0	0.0
clust0071	clustered_cis_ohnolog	body	27	0.375	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	28	0.425	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	29	0.475	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	30	0.525	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	31	0.575	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	32	0.625	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	33	0.675	0	601	0.0	0.0
clust0071	clustered_cis_ohnolog	body	34	0.725	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	35	0.775	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	36	0.825	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	37	0.875	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	38	0.925	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	body	39	0.975	0	602	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	40	1.025	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	41	1.075	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	42	1.125	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	43	1.175	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	44	1.225	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	45	1.275	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	46	1.325	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	47	1.375	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	48	1.425	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	49	1.475	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	50	1.525	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	51	1.575	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	52	1.625	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	53	1.675	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	54	1.725	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	55	1.775	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	56	1.825	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	57	1.875	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	58	1.925	0	5000	0.0	0.0
clust0071	clustered_cis_ohnolog	right_flank	59	1.975	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	0	-0.975	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	1	-0.925	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	2	-0.875	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	3	-0.825	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	4	-0.775	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	5	-0.725	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	6	-0.675	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	7	-0.625	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	8	-0.575	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	9	-0.525	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	10	-0.475	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	11	-0.425	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	12	-0.375	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	13	-0.325	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	14	-0.275	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	15	-0.225	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	16	-0.175	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	17	-0.125	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	18	-0.075	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	left_flank	19	-0.025	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	body	20	0.025	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	21	0.075	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	22	0.125	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	23	0.175	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	24	0.225	0	16514	0.0	0.0
clust0069	clustered_cis_ohnolog	body	25	0.275	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	26	0.325	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	27	0.375	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	28	0.425	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	29	0.475	0	16514	0.0	0.0
clust0069	clustered_cis_ohnolog	body	30	0.525	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	31	0.575	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	32	0.625	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	33	0.675	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	34	0.725	0	16514	0.0	0.0
clust0069	clustered_cis_ohnolog	body	35	0.775	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	36	0.825	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	37	0.875	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	38	0.925	0	16513	0.0	0.0
clust0069	clustered_cis_ohnolog	body	39	0.975	0	16514	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	40	1.025	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	41	1.075	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	42	1.125	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	43	1.175	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	44	1.225	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	45	1.275	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	46	1.325	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	47	1.375	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	48	1.425	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	49	1.475	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	50	1.525	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	51	1.575	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	52	1.625	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	53	1.675	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	54	1.725	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	55	1.775	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	56	1.825	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	57	1.875	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	58	1.925	0	5000	0.0	0.0
clust0069	clustered_cis_ohnolog	right_flank	59	1.975	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	0	-0.975	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	1	-0.925	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	2	-0.875	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	3	-0.825	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	4	-0.775	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	5	-0.725	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	6	-0.675	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	7	-0.625	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	8	-0.575	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	9	-0.525	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	10	-0.475	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	11	-0.425	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	12	-0.375	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	13	-0.325	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	14	-0.275	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	15	-0.225	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	16	-0.175	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	17	-0.125	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	18	-0.075	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	left_flank	19	-0.025	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	body	20	0.025	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	21	0.075	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	22	0.125	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	23	0.175	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	24	0.225	1	8842	0.042864	0.113097
clust0043	clustered_cis_ohnolog	body	25	0.275	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	26	0.325	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	27	0.375	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	28	0.425	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	29	0.475	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	30	0.525	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	31	0.575	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	32	0.625	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	33	0.675	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	34	0.725	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	35	0.775	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	36	0.825	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	37	0.875	0	8841	0.0	0.0
clust0043	clustered_cis_ohnolog	body	38	0.925	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	body	39	0.975	0	8842	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	40	1.025	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	41	1.075	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	42	1.125	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	43	1.175	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	44	1.225	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	45	1.275	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	46	1.325	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	47	1.375	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	48	1.425	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	49	1.475	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	50	1.525	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	51	1.575	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	52	1.625	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	53	1.675	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	54	1.725	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	55	1.775	1	5000	0.0982	0.2
clust0043	clustered_cis_ohnolog	right_flank	56	1.825	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	57	1.875	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	58	1.925	0	5000	0.0	0.0
clust0043	clustered_cis_ohnolog	right_flank	59	1.975	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	0	-0.975	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	1	-0.925	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	2	-0.875	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	3	-0.825	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	4	-0.775	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	5	-0.725	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	6	-0.675	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	7	-0.625	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	8	-0.575	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	9	-0.525	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	10	-0.475	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	11	-0.425	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	12	-0.375	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	13	-0.325	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	14	-0.275	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	15	-0.225	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	16	-0.175	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	17	-0.125	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	18	-0.075	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	left_flank	19	-0.025	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	body	20	0.025	5	53971	0.111819	0.092642
clust0008	clustered_cis_ohnolog	body	21	0.075	0	53971	0.0	0.0
clust0008	clustered_cis_ohnolog	body	22	0.125	0	53972	0.0	0.0
clust0008	clustered_cis_ohnolog	body	23	0.175	0	53971	0.0	0.0
clust0008	clustered_cis_ohnolog	body	24	0.225	0	53972	0.0	0.0
clust0008	clustered_cis_ohnolog	body	25	0.275	0	53971	0.0	0.0
clust0008	clustered_cis_ohnolog	body	26	0.325	0	53971	0.0	0.0
clust0008	clustered_cis_ohnolog	body	27	0.375	0	53972	0.0	0.0
clust0008	clustered_cis_ohnolog	body	28	0.425	0	53971	0.0	0.0
clust0008	clustered_cis_ohnolog	body	29	0.475	0	53972	0.0	0.0
clust0008	clustered_cis_ohnolog	body	30	0.525	1	53971	0.006244	0.018528
clust0008	clustered_cis_ohnolog	body	31	0.575	1	53971	0.009931	0.018528
clust0008	clustered_cis_ohnolog	body	32	0.625	6	53972	0.077355	0.111169
clust0008	clustered_cis_ohnolog	body	33	0.675	2	53971	0.016398	0.037057
clust0008	clustered_cis_ohnolog	body	34	0.725	1	53972	0.008171	0.018528
clust0008	clustered_cis_ohnolog	body	35	0.775	0	53971	0.0	0.0
clust0008	clustered_cis_ohnolog	body	36	0.825	1	53971	0.006652	0.018528
clust0008	clustered_cis_ohnolog	body	37	0.875	2	53972	0.012766	0.037056
clust0008	clustered_cis_ohnolog	body	38	0.925	5	53971	0.057383	0.092642
clust0008	clustered_cis_ohnolog	body	39	0.975	3	53972	0.058215	0.055584
clust0008	clustered_cis_ohnolog	right_flank	40	1.025	2	5000	0.6088	0.4
clust0008	clustered_cis_ohnolog	right_flank	41	1.075	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	42	1.125	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	43	1.175	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	44	1.225	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	45	1.275	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	46	1.325	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	47	1.375	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	48	1.425	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	49	1.475	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	50	1.525	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	51	1.575	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	52	1.625	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	53	1.675	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	54	1.725	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	55	1.775	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	56	1.825	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	57	1.875	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	58	1.925	0	5000	0.0	0.0
clust0008	clustered_cis_ohnolog	right_flank	59	1.975	2	5000	0.2684	0.4
clust0009	clustered_cis_ohnolog	left_flank	0	-0.975	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	1	-0.925	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	2	-0.875	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	3	-0.825	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	4	-0.775	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	5	-0.725	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	6	-0.675	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	7	-0.625	1	5000	0.0818	0.2
clust0009	clustered_cis_ohnolog	left_flank	8	-0.575	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	9	-0.525	3	5000	0.5748	0.6
clust0009	clustered_cis_ohnolog	left_flank	10	-0.475	1	5000	0.0394	0.2
clust0009	clustered_cis_ohnolog	left_flank	11	-0.425	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	12	-0.375	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	13	-0.325	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	14	-0.275	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	15	-0.225	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	16	-0.175	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	17	-0.125	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	18	-0.075	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	left_flank	19	-0.025	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	body	20	0.025	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	21	0.075	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	22	0.125	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	23	0.175	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	24	0.225	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	25	0.275	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	26	0.325	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	27	0.375	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	28	0.425	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	29	0.475	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	30	0.525	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	31	0.575	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	32	0.625	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	33	0.675	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	34	0.725	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	35	0.775	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	36	0.825	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	37	0.875	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	38	0.925	0	1190	0.0	0.0
clust0009	clustered_cis_ohnolog	body	39	0.975	0	1191	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	40	1.025	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	41	1.075	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	42	1.125	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	43	1.175	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	44	1.225	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	45	1.275	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	46	1.325	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	47	1.375	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	48	1.425	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	49	1.475	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	50	1.525	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	51	1.575	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	52	1.625	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	53	1.675	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	54	1.725	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	55	1.775	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	56	1.825	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	57	1.875	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	58	1.925	0	5000	0.0	0.0
clust0009	clustered_cis_ohnolog	right_flank	59	1.975	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	0	-0.975	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	1	-0.925	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	2	-0.875	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	3	-0.825	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	4	-0.775	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	5	-0.725	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	6	-0.675	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	7	-0.625	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	8	-0.575	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	9	-0.525	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	10	-0.475	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	11	-0.425	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	12	-0.375	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	13	-0.325	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	14	-0.275	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	15	-0.225	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	16	-0.175	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	17	-0.125	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	18	-0.075	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	left_flank	19	-0.025	0	5000	0.0	0.0
clust0044	clustered_cis_ohnolog	body	20	0.025	0	3311	0.0	0.0
clust0044	clustered_cis_ohnolog	body	21	0.075	0	3311	0.0	0.0
