gene_a	gene_b	family	n_conditions	buffering_index_B	marginal_r	partial_r	pair_category	proximity
INSM1	ZNF449	C2H2 ZF	24	0.9582759725278025	-0.12288915633482772	-0.14449954096453088	mixed	DISTAL
INSM1	ZNF462	C2H2 ZF	26	0.7737117044923001	-0.2811039211513257	-0.2306241777751666	dispersed_ohnolog	DISTAL
INSM1	ZNF467	C2H2 ZF	40	0.8309234192433469	-0.19949864342060122	-0.2046369303907419	mixed	DISTAL
INSM1	ZNF469	C2H2 ZF	19	1.0191919391386313	0.09820045558835559	0.10812852029849855	mixed	DISTAL
INSM1	ZNF48	C2H2 ZF	26	1.0184763066484572	0.04327017566507968	-0.004798835629759711	mixed	DISTAL
INSM1	ZNF493	C2H2 ZF	23	0.9269913767433066	-0.19611309031200982	-0.025528962584009548	mixed	DISTAL
INSM1	ZNF503	C2H2 ZF	19	1.0154918453926194	0.09820045558835559	0.04075522955264344	dispersed_ohnolog	DISTAL
INSM1	ZNF507	C2H2 ZF	18	1.0240777319653496	0.1732714050532033	0.20894525111715673	mixed	DISTAL
INSM1	ZNF511	C2H2 ZF	19	0.9891550774695864	-0.052395370066672754	-0.15056844789038312	mixed	DISTAL
INSM1	ZNF512B	C2H2 ZF	34	1.1729769418666955	0.306238992153349	0.34944102419377016	mixed	DISTAL
INSM1	ZNF513	C2H2 ZF	37	0.9869359398266214	-0.016427432778852974	0.03653431371275206	dispersed_ohnolog	DISTAL
INSM1	ZNF516	C2H2 ZF	71	0.8454152907138492	-0.1618055987063174	-0.2166178265954209	mixed	DISTAL
INSM1	ZNF518A	C2H2 ZF	19	0.9867218333227371	-0.09820045558835559	-0.011507190051648812	mixed	DISTAL
INSM1	ZNF518B	C2H2 ZF	20	0.9740956973934931	-0.13468577563152634	-0.1252016246203323	mixed	DISTAL
INSM1	ZNF521	C2H2 ZF	38	1.3694533254962609	0.3807413927779431	0.3771025636013679	dispersed_ohnolog	DISTAL
INSM1	ZNF526	C2H2 ZF	21	1.0828670001582275	0.24436533930157497	0.2622672388987763	mixed	DISTAL
INSM1	ZNF532	C2H2 ZF	32	0.823224638634132	-0.28586578797955053	-0.29706014928541813	dispersed_ohnolog	DISTAL
INSM1	ZNF574	C2H2 ZF	26	0.8946840381347657	-0.1841448976500761	-0.10509901291101956	mixed	DISTAL
INSM1	ZNF594	C2H2 ZF	27	0.948343695252973	-0.11338539663894587	-0.08426747252211206	mixed	DISTAL
INSM1	ZNF598	C2H2 ZF	42	0.9819769764845734	-0.025370407828893715	0.044064364085467676	mixed	DISTAL
INSM1	ZNF600	C2H2 ZF	42	0.8554780040650163	-0.19063333466125548	-0.23050343247083163	mixed	DISTAL
INSM1	ZNF608	C2H2 ZF	27	0.9182927123984341	-0.10975588357809855	-0.1272781123334803	dispersed_ohnolog	DISTAL
INSM1	ZNF609	C2H2 ZF	44	0.9738461553107017	-0.04482426419647234	-0.04768046447987726	dispersed_ohnolog	DISTAL
INSM1	ZNF618	C2H2 ZF	124	0.7890674454468688	-0.2221359026585839	-0.22285028203563192	mixed	DISTAL
INSM1	ZNF619	C2H2 ZF	20	1.0329478867717659	0.13426812916555156	0.145579032322352	mixed	DISTAL
INSM1	ZNF623	C2H2 ZF	25	0.9871083226657434	-0.038563498022712035	-0.009744851992081348	dispersed_ohnolog	DISTAL
INSM1	ZNF629	C2H2 ZF	20	1.0366608338413752	0.13054389991643162	0.1252845818312676	dispersed_ohnolog	DISTAL
INSM1	ZNF639	C2H2 ZF	21	0.9563471420866891	-0.15962601588994418	-0.15169485467811647	mixed	DISTAL
INSM1	ZNF646	C2H2 ZF	156	1.0495143151260504	0.04985698306042533	0.13322118593009555	mixed	DISTAL
INSM1	ZNF652	C2H2 ZF	50	0.9153413841406738	-0.11367019138028152	-0.11362783840759517	mixed	DISTAL
INSM1	ZNF654	C2H2 ZF	20	1.0257306108611821	0.0937737977891574	0.072857985907204	mixed	DISTAL
INSM1	ZNF660	C2H2 ZF	19	1.0136791433069636	0.09820045558835556	0.10776697407598546	mixed	DISTAL
INSM1	ZNF672	C2H2 ZF	53	1.091354852552149	0.12527486396408846	0.12899117633454454	mixed	DISTAL
INSM1	ZNF678	C2H2 ZF	19	0.9752914948773621	-0.09820045558835559	-0.03139340494592962	mixed	DISTAL
INSM1	ZNF683	C2H2 ZF	30	0.9523174631177954	-0.06705701902398882	-0.044952523054801914	dispersed_ohnolog	DISTAL
INSM1	ZNF687	C2H2 ZF	57	1.1316621775709625	0.1846391696638724	0.19773793396943415	dispersed_ohnolog	DISTAL
INSM1	ZNF691	C2H2 ZF	20	0.999062632014735	-0.004618696230158528	0.020042743897907073	mixed	DISTAL
INSM1	ZNF692	C2H2 ZF	26	1.0700066518651439	0.16745838396717455	0.1498041512248422	mixed	DISTAL
INSM1	ZNF696	C2H2 ZF	19	0.9777231756690515	-0.09820045558835559	-0.06674335947294004	mixed	DISTAL
INSM1	ZNF697	C2H2 ZF	40	0.9919273558048637	-0.00935986916347394	-0.01463309328348065	mixed	DISTAL
INSM1	ZNF70	C2H2 ZF	21	1.0083292979695146	0.025752088670774047	0.0014995327705175534	dispersed_ohnolog	DISTAL
INSM1	ZNF704	C2H2 ZF	64	1.201981249736507	0.2193633200066903	0.21571396814963356	dispersed_ohnolog	DISTAL
INSM1	ZNF706	C2H2 ZF	28	0.9611734924999342	-0.10112981876766769	-0.10135972856298528	mixed	DISTAL
INSM1	ZNF71	C2H2 ZF	19	1.016846750108269	0.09820045558835558	0.08252726518170855	dispersed_ohnolog	DISTAL
INSM1	ZNF710	C2H2 ZF	42	1.0304724910690912	0.038599539978684684	0.0435321185286039	mixed	DISTAL
INSM1	ZNF711	C2H2 ZF	19	0.9760351214497014	-0.09820045558835559	-0.14584054933056764	mixed	DISTAL
INSM1	ZNF740	C2H2 ZF	46	0.8993059507278068	-0.14502467899107593	-0.13981430340521114	mixed	DISTAL
INSM1	ZNF76	C2H2 ZF	22	1.05968287987665	0.1963568794662905	0.22781938128992282	dispersed_ohnolog	DISTAL
INSM1	ZNF768	C2H2 ZF	20	1.0414511921397205	0.13473442423167886	0.18296403396980573	mixed	DISTAL
INSM1	ZNF770	C2H2 ZF	25	1.0291441709809734	0.07902518183808722	0.055835396667429045	mixed	DISTAL
INSM1	ZNF775	C2H2 ZF	28	0.9079572190553483	-0.21083324132214015	-0.21322776679054573	mixed	DISTAL
INSM1	ZNF787	C2H2 ZF	45	0.9127786340276253	-0.14519350766375433	-0.14845221879412848	mixed	DISTAL
INSM1	ZNF800	C2H2 ZF	19	0.9863078723987564	-0.09820045558835558	-0.1255994166661275	mixed	DISTAL
INSM1	ZNF804A	C2H2 ZF	77	0.8588909696458203	-0.15072409966863914	-0.11794952602136062	mixed	DISTAL
INSM1	ZNF804B	C2H2 ZF	21	0.9326739789114374	-0.07450521998519058	-0.028326725210231597	mixed	DISTAL
INSM1	ZNF821	C2H2 ZF	42	0.9467780569417762	-0.07594410490048148	-0.05259820783931937	mixed	DISTAL
INSM1	ZNF827	C2H2 ZF	38	1.0205534469825392	0.021135282789185236	0.04898631329533761	mixed	DISTAL
INSM1	ZNF83	C2H2 ZF	29	0.8899020096190129	-0.2509245246723707	-0.19001302592370461	mixed	DISTAL
INSM1	ZNF830	C2H2 ZF	37	1.1562351154148396	0.2871257926367483	0.26773308618109404	mixed	DISTAL
INSM1	ZNF831	C2H2 ZF	88	0.9992485354454934	-0.0007821292541005966	-0.005371510720717769	dispersed_ohnolog	DISTAL
INSM1	ZNF841	C2H2 ZF	24	0.9432745936501501	-0.12883052777766044	-0.13034960923725122	mixed	DISTAL
INSM1	ZNF865	C2H2 ZF	23	1.0496431039325929	0.12635833979541106	0.1206947758317515	mixed	DISTAL
INSM1	ZSCAN12	C2H2 ZF	22	1.0237167448598652	0.07224920918429996	0.0608441622276967	mixed	DISTAL
INSM1	ZSCAN18	C2H2 ZF	46	1.0815211936057296	0.11764195989704944	0.14495206388355897	mixed	DISTAL
INSM1	ZSCAN2	C2H2 ZF	20	1.4154300383102092	0.727129515961431	0.7285428773018054	dispersed_ohnolog	DISTAL
INSM1	ZSCAN20	C2H2 ZF	24	0.9576810425234108	-0.07831756643934171	-0.06732932648957822	mixed	DISTAL
INSM1	ZSCAN21	C2H2 ZF	19	1.0338954492711818	0.11215622434337033	0.1374531218513491	mixed	DISTAL
INSM1	ZSCAN22	C2H2 ZF	18	1.0446448484362991	0.21387684415358607	0.2660814874670816	mixed	DISTAL
INSM1	ZSCAN26	C2H2 ZF	23	0.9889076076458587	-0.03455936871517724	-0.012596957221158446	mixed	DISTAL
INSM1	ZSCAN30	C2H2 ZF	25	1.0720065484093624	0.15400711234533884	0.19314570587567625	mixed	DISTAL
INSM1	ZSCAN32	C2H2 ZF	23	0.9385546736197563	-0.19484403124274635	-0.15755530112676933	mixed	DISTAL
INSM1	ZSCAN5A	C2H2 ZF	27	1.0329397568600223	0.0477704974596822	0.13012183099333519	mixed	DISTAL
INSM1	ZSCAN9	C2H2 ZF	20	0.9958094687603649	-0.018288741855344157	0.014616512489018303	mixed	DISTAL
INSM1	ZXDA	C2H2 ZF	19	1.0144817335024756	0.06117396820853145	0.06009635961881189	dispersed_ohnolog	DISTAL
INSM1	ZXDB	C2H2 ZF	22	1.118080826878803	0.3495612701755389	0.4329853908430551	dispersed_ohnolog	DISTAL
INSM1	ZXDC	C2H2 ZF	21	0.9590847354797473	-0.1600205883335186	-0.15190710704862145	dispersed_ohnolog	DISTAL
JAZF1	KCMF1	C2H2 ZF	29	0.9518169836712266	-0.09181045423326446	-0.19174292146080926	dispersed_SSD	DISTAL
JAZF1	KLF1	C2H2 ZF	27	0.967584931581496	-0.05514291106918485	-0.07013360178605293	mixed	DISTAL
JAZF1	KLF10	C2H2 ZF	102	0.8256275897189954	-0.20709401927085966	-0.21160155700855224	mixed	DISTAL
JAZF1	KLF11	C2H2 ZF	37	1.0712070407758245	0.0713073552599546	0.09522904880810076	mixed	DISTAL
JAZF1	KLF12	C2H2 ZF	59	1.023798148167089	0.025544828891943903	0.027706576568057976	mixed	DISTAL
JAZF1	KLF13	C2H2 ZF	50	0.9798731547758033	-0.02012841413481908	-0.038670069589393535	mixed	DISTAL
JAZF1	KLF16	C2H2 ZF	27	0.974073314667279	-0.05514291106918484	-0.12387484217262654	mixed	DISTAL
JAZF1	KLF2	C2H2 ZF	193	0.9884269715535068	-0.019532419478573527	-0.009973002782766947	dispersed_SSD	DISTAL
JAZF1	KLF3	C2H2 ZF	98	0.9747416051892147	-0.025392337380684145	-0.026676120174954233	mixed	DISTAL
JAZF1	KLF4	C2H2 ZF	83	0.8911000748380362	-0.13062510108733003	-0.13032567330534567	mixed	DISTAL
JAZF1	KLF5	C2H2 ZF	56	0.9817087796706105	-0.024247105293282754	-0.04382812443494896	mixed	DISTAL
JAZF1	KLF6	C2H2 ZF	93	0.9266497840111467	-0.08105196240292868	-0.08987686187253972	mixed	DISTAL
JAZF1	KLF7	C2H2 ZF	105	0.983905522161478	-0.017246930310809507	-0.02051847769737566	mixed	DISTAL
JAZF1	KLF8	C2H2 ZF	43	0.9691637279915621	-0.03131180745539961	-0.019797873804442975	mixed	DISTAL
JAZF1	KLF9	C2H2 ZF	55	0.9017760506632078	-0.10249056478783589	-0.11552483248036169	mixed	DISTAL
JAZF1	L3MBTL1	C2H2 ZF	37	1.0184188836888657	0.020404737673584538	-0.05229478274844387	mixed	DISTAL
JAZF1	L3MBTL3	C2H2 ZF	88	1.0405102101273813	0.057355288240214054	0.04917232393027661	mixed	DISTAL
JAZF1	L3MBTL4	C2H2 ZF	56	0.9092283361670829	-0.09924719679613231	-0.10336112528085115	mixed	DISTAL
JAZF1	MAZ	C2H2 ZF	113	1.0009362571128921	0.0009363222714542916	0.027580863100420586	dispersed_SSD	DISTAL
JAZF1	MECOM	C2H2 ZF	45	1.1003694271496252	0.11266010559651936	0.1522152519242271	mixed	DISTAL
JAZF1	MTF1	C2H2 ZF	46	1.0444548133859757	0.04575777696680605	0.04934348057540499	dispersed_SSD	DISTAL
JAZF1	MYNN	C2H2 ZF	27	0.9829668471214048	-0.05514291106918484	-0.057226330381614905	dispersed_SSD	DISTAL
JAZF1	MYT1	C2H2 ZF	29	0.9404905044394727	-0.09076686162738062	-0.06156706723992619	mixed	DISTAL
JAZF1	MZF1	C2H2 ZF	60	1.032653665251414	0.0327153723974901	0.03240708512777834	dispersed_SSD	DISTAL
JAZF1	PLAG1	C2H2 ZF	43	1.2187012608450016	0.23206875007824201	0.241106561511624	dispersed_SSD	DISTAL
JAZF1	PLAGL1	C2H2 ZF	43	1.0246728585828853	0.02513789494993368	0.02536092108856265	dispersed_SSD	DISTAL
JAZF1	PLAGL2	C2H2 ZF	72	1.0711117388259863	0.07893966041133951	0.06680865388524056	dispersed_SSD	DISTAL
JAZF1	PRDM1	C2H2 ZF	68	1.0483986990472158	0.058603798547005315	0.043230632014490025	mixed	DISTAL
JAZF1	PRDM10	C2H2 ZF	31	1.0965188743705416	0.11334543412037656	0.1704667286013119	mixed	DISTAL
JAZF1	PRDM15	C2H2 ZF	28	0.9925705057796317	-0.014938140006877154	-0.02819592633495454	dispersed_SSD	DISTAL
JAZF1	PRDM16	C2H2 ZF	28	0.9957865401740743	-0.005380329884617678	-0.06127536856191677	mixed	DISTAL
JAZF1	PRDM2	C2H2 ZF	33	1.0892030603275922	0.10150824761660983	0.11014216484256394	dispersed_SSD	DISTAL
JAZF1	PRDM4	C2H2 ZF	34	0.8773170675478429	-0.13571046040334714	-0.18226124949331665	mixed	DISTAL
JAZF1	PRDM8	C2H2 ZF	73	0.9674175474174267	-0.05470519643124875	-0.13430839798385574	dispersed_SSD	DISTAL
JAZF1	PRMT3	C2H2 ZF	33	1.1011673643909186	0.12962477171522505	0.18908448168638778	dispersed_SSD	DISTAL
JAZF1	RBSN	C2H2 ZF	39	1.029507348106023	0.033069683754913606	-0.0029754355768467997	dispersed_SSD	DISTAL
JAZF1	REPIN1	C2H2 ZF	74	0.9509451362095341	-0.0534042712960718	-0.07708828997571765	mixed	DISTAL
JAZF1	REST	C2H2 ZF	34	1.111409037997514	0.13644474060477668	0.15413047673162852	dispersed_SSD	DISTAL
JAZF1	RLF	C2H2 ZF	28	0.952319767594717	-0.07646603112357526	-0.19173974862299412	dispersed_SSD	DISTAL
JAZF1	RREB1	C2H2 ZF	28	1.033608075469551	0.07646039745466635	0.19185322763298948	dispersed_SSD	DISTAL
JAZF1	SALL4	C2H2 ZF	27	0.9450357888238016	-0.05514291106918484	-0.03616210712329708	mixed	DISTAL
JAZF1	SLC2A4RG	C2H2 ZF	40	0.9599214558228644	-0.041195125376954134	-0.08647650388991635	mixed	DISTAL
JAZF1	SNAI3	C2H2 ZF	37	0.9178645199799427	-0.09720235784339913	-0.1421182507535496	mixed	DISTAL
JAZF1	SP1	C2H2 ZF	28	1.0316443191878815	0.07647072261586246	0.012148667864677241	mixed	DISTAL
JAZF1	SP4	C2H2 ZF	36	0.92619116464991	-0.08256412143806559	-0.12244483291478903	mixed	DISTAL
JAZF1	ST18	C2H2 ZF	64	1.1666813951061847	0.21057497971832118	0.2549643065368289	mixed	DISTAL
JAZF1	TRAFD1	C2H2 ZF	219	1.0149851387157167	0.02726254767497701	0.02050026911892856	dispersed_SSD	DISTAL
JAZF1	TSHZ1	C2H2 ZF	70	1.2849771724789212	0.3066948429455412	0.2970908783222778	mixed	DISTAL
JAZF1	TSHZ2	C2H2 ZF	133	1.0041198939686935	0.009043216100250731	0.0002911476100561557	mixed	DISTAL
JAZF1	TSHZ3	C2H2 ZF	62	1.063072836395725	0.06834548227123961	0.06640443976156574	mixed	DISTAL
JAZF1	VEZF1	C2H2 ZF	31	0.9533233255612843	-0.05942570311028714	-0.10307365616027299	dispersed_SSD	DISTAL
JAZF1	WIZ	C2H2 ZF	78	0.975621370842908	-0.025456844359038024	-0.0932693462434215	mixed	DISTAL
JAZF1	WT1	C2H2 ZF	27	0.9508508191766314	-0.05514291106918485	-0.10127705673552184	dispersed_SSD	DISTAL
JAZF1	ZBTB1	C2H2 ZF	27	1.0168451535145446	0.05514291106918484	-0.015635046757160147	mixed	DISTAL
JAZF1	ZBTB10	C2H2 ZF	54	1.0145551459657238	0.01504100954216089	0.01060918536289719	mixed	DISTAL
JAZF1	ZBTB11	C2H2 ZF	32	1.1544657343885716	0.21875346608337237	0.2680891568962949	dispersed_SSD	DISTAL
JAZF1	ZBTB14	C2H2 ZF	38	1.1095586190793851	0.12415992234988077	0.14753309904602183	dispersed_SSD	DISTAL
JAZF1	ZBTB16	C2H2 ZF	63	1.061160141838942	0.08420397083555457	0.07370587603537244	dispersed_SSD	DISTAL
JAZF1	ZBTB17	C2H2 ZF	42	1.007862788145731	0.007936233496498404	-0.03423007384902729	dispersed_SSD	DISTAL
JAZF1	ZBTB18	C2H2 ZF	74	1.1705181432633498	0.1705309611596208	0.17115947974345777	dispersed_SSD	DISTAL
JAZF1	ZBTB20	C2H2 ZF	73	1.1138407979953087	0.12099367817672778	0.11407989790942481	dispersed_SSD	DISTAL
JAZF1	ZBTB21	C2H2 ZF	33	0.9990465351987271	-0.001155187121602929	0.06660543626039081	dispersed_SSD	DISTAL
JAZF1	ZBTB22	C2H2 ZF	41	1.0081515544672646	0.008163029899311206	-0.045683137616990666	dispersed_SSD	DISTAL
JAZF1	ZBTB25	C2H2 ZF	40	1.1415010151629708	0.16603029322130566	0.14310179716260876	mixed	DISTAL
JAZF1	ZBTB26	C2H2 ZF	30	0.9411000549126385	-0.10415856081674939	-0.0798211966243521	mixed	DISTAL
JAZF1	ZBTB3	C2H2 ZF	30	0.822929609992838	-0.21995214360152657	-0.23973468490173866	dispersed_SSD	DISTAL
JAZF1	ZBTB32	C2H2 ZF	69	0.9496149434053692	-0.06544683828297745	-0.10496235557553277	dispersed_SSD	DISTAL
JAZF1	ZBTB33	C2H2 ZF	30	1.0298755561530757	0.04016008762311366	0.06442848652715677	dispersed_SSD	DISTAL
JAZF1	ZBTB34	C2H2 ZF	30	0.9293835770476773	-0.10318176557998061	-0.16076672643553655	mixed	DISTAL
JAZF1	ZBTB37	C2H2 ZF	30	1.0682911315483163	0.10233798916228176	0.04763853757672788	dispersed_SSD	DISTAL
JAZF1	ZBTB38	C2H2 ZF	36	0.9315305270425117	-0.07011564823289625	-0.10555117893793449	dispersed_SSD	DISTAL
JAZF1	ZBTB39	C2H2 ZF	44	0.7577143295278662	-0.268924780139299	-0.2666276012871227	dispersed_SSD	DISTAL
JAZF1	ZBTB4	C2H2 ZF	52	1.2824748481975434	0.2827659915326304	0.23787885359754857	dispersed_SSD	DISTAL
JAZF1	ZBTB43	C2H2 ZF	36	0.8517412633837378	-0.14895747843830948	-0.24004432526081373	mixed	DISTAL
JAZF1	ZBTB44	C2H2 ZF	44	1.2095833807134833	0.2177428597369821	0.1595218668150968	mixed	DISTAL
JAZF1	ZBTB45	C2H2 ZF	48	0.7504515641333113	-0.2598029945222916	-0.2587790980729496	dispersed_SSD	DISTAL
JAZF1	ZBTB46	C2H2 ZF	51	0.9763645744454226	-0.027636712841024876	-0.09660818502540419	mixed	DISTAL
JAZF1	ZBTB48	C2H2 ZF	34	1.0206591212131793	0.021697037457540053	0.03382411394250234	dispersed_SSD	DISTAL
JAZF1	ZBTB49	C2H2 ZF	39	1.1115753153818195	0.12074627349535882	0.0868951972872546	mixed	DISTAL
JAZF1	ZBTB5	C2H2 ZF	28	1.000278762988227	0.0006105460758038731	0.009733217112430078	mixed	DISTAL
JAZF1	ZBTB6	C2H2 ZF	28	0.963082032498771	-0.07637815143658591	-0.0686978608927805	mixed	DISTAL
JAZF1	ZBTB7B	C2H2 ZF	78	0.9472510775777626	-0.055538432009831024	-0.05439987554417666	dispersed_SSD	DISTAL
JAZF1	ZBTB8A	C2H2 ZF	28	0.9627857441285822	-0.03937605999465772	-0.06450691426366202	mixed	DISTAL
JAZF1	ZFAT	C2H2 ZF	35	1.2504780343964732	0.2964827979401717	0.3346150662677541	dispersed_SSD	DISTAL
JAZF1	ZFP3	C2H2 ZF	29	0.886399051686262	-0.20093563712658546	-0.20123616305295403	mixed	DISTAL
JAZF1	ZFP41	C2H2 ZF	44	0.9410374434948666	-0.058986656645335825	-0.04694385490967758	mixed	DISTAL
JAZF1	ZFP64	C2H2 ZF	35	1.0822171640688107	0.090729911155409	0.1338952702548034	mixed	DISTAL
JAZF1	ZFPM1	C2H2 ZF	119	0.9225942447488015	-0.09274568607133264	-0.09396220590414668	mixed	DISTAL
JAZF1	ZFPM2	C2H2 ZF	48	1.0229318342279081	0.03141948416469115	0.024141097941086334	mixed	DISTAL
JAZF1	ZFY	C2H2 ZF	28	1.0326873911073584	0.07646761879170562	0.08746385143380862	dispersed_SSD	DISTAL
JAZF1	ZMAT1	C2H2 ZF	51	1.0645934166660433	0.06467968522466046	0.0078031539564937915	dispersed_SSD	DISTAL
JAZF1	ZMAT4	C2H2 ZF	47	0.9262644941216163	-0.07516447719747747	-0.12332217107629759	dispersed_SSD	DISTAL
JAZF1	ZNF107	C2H2 ZF	66	1.0192073365461842	0.020955310608291023	0.024347198206977734	mixed	DISTAL
JAZF1	ZNF117	C2H2 ZF	29	0.9860294525075073	-0.020005366325487148	-0.061925600488657355	dispersed_SSD	DISTAL
JAZF1	ZNF121	C2H2 ZF	40	1.0086131899559465	0.008832019722870286	-0.0010341229520843497	dispersed_SSD	DISTAL
JAZF1	ZNF134	C2H2 ZF	28	1.001399024518235	0.003154386252937864	-0.043470159471439104	dispersed_SSD	DISTAL
JAZF1	ZNF138	C2H2 ZF	28	0.9600219766491925	-0.07633959314595262	-0.12568243677085228	mixed	DISTAL
JAZF1	ZNF142	C2H2 ZF	33	0.9316876820080129	-0.08052353095788095	-0.08491235481978376	mixed	DISTAL
JAZF1	ZNF146	C2H2 ZF	30	1.0018108347022265	0.0028915366275914078	0.006921961846563503	dispersed_SSD	DISTAL
JAZF1	ZNF16	C2H2 ZF	31	1.0680202230893463	0.0790857869154805	0.15019337749093348	dispersed_SSD	DISTAL
JAZF1	ZNF174	C2H2 ZF	29	0.8551248156205001	-0.2147519340656071	-0.2184983225671013	mixed	DISTAL
JAZF1	ZNF200	C2H2 ZF	30	1.0729894653866563	0.10368195971184954	0.08305060023746885	dispersed_SSD	DISTAL
JAZF1	ZNF207	C2H2 ZF	27	1.0166931911149453	0.05514291106918485	0.0010167941274129909	dispersed_SSD	DISTAL
JAZF1	ZNF217	C2H2 ZF	40	1.0535984972608743	0.05426054236701678	0.05248766298261084	mixed	DISTAL
JAZF1	ZNF22	C2H2 ZF	31	1.043643747226483	0.0611195753766448	0.0869021420971122	dispersed_SSD	DISTAL
JAZF1	ZNF232	C2H2 ZF	27	0.9244918094873998	-0.15987633769092596	-0.1929279793209739	dispersed_SSD	DISTAL
JAZF1	ZNF239	C2H2 ZF	27	0.9829282401438179	-0.05514291106918484	-0.05004117423789773	dispersed_SSD	DISTAL
JAZF1	ZNF24	C2H2 ZF	27	0.9780211710838114	-0.05514291106918484	-0.10127705673552187	mixed	DISTAL
JAZF1	ZNF260	C2H2 ZF	36	1.1145898766881923	0.1253813742000912	0.18819824652316222	dispersed_SSD	DISTAL
JAZF1	ZNF275	C2H2 ZF	60	0.8707616086435316	-0.1340108356317371	-0.16123250499271394	dispersed_SSD	DISTAL
JAZF1	ZNF276	C2H2 ZF	45	0.9467539629074447	-0.057287430221004285	-0.07489681009926218	dispersed_SSD	DISTAL
JAZF1	ZNF280B	C2H2 ZF	31	0.8865228899795198	-0.1258968314733115	-0.07431064892961868	mixed	DISTAL
JAZF1	ZNF280C	C2H2 ZF	29	0.9543506033786413	-0.09190490402517683	-0.19351573740497882	mixed	DISTAL
JAZF1	ZNF280D	C2H2 ZF	34	1.0615506871831693	0.06983563962465733	0.10152107641885906	mixed	DISTAL
JAZF1	ZNF281	C2H2 ZF	34	0.908363644820321	-0.0996009588562758	-0.11439574968242354	dispersed_SSD	DISTAL
JAZF1	ZNF292	C2H2 ZF	29	0.9336585111247423	-0.08884194145356847	-0.17607745271588804	dispersed_SSD	DISTAL
JAZF1	ZNF296	C2H2 ZF	30	1.0019062228047488	0.0025982034749887106	-0.03595305385281186	mixed	DISTAL
JAZF1	ZNF318	C2H2 ZF	113	0.9477896601164739	-0.06108061790225699	-0.061161809593584	dispersed_SSD	DISTAL
JAZF1	ZNF319	C2H2 ZF	28	0.9958985834704597	-0.005808969163241298	-0.019450386187332823	dispersed_SSD	DISTAL
JAZF1	ZNF32	C2H2 ZF	31	1.0796292043115956	0.11141106118269553	0.09845218438125584	dispersed_SSD	DISTAL
JAZF1	ZNF322	C2H2 ZF	28	0.9295410004855863	-0.126054441362534	-0.1845711874496166	dispersed_SSD	DISTAL
JAZF1	ZNF326	C2H2 ZF	27	0.9748307819017753	-0.055142911069184855	-0.12387484217262654	dispersed_SSD	DISTAL
JAZF1	ZNF329	C2H2 ZF	31	1.0085520002146073	0.012488038538214325	0.000633819173641143	dispersed_SSD	DISTAL
JAZF1	ZNF335	C2H2 ZF	60	1.0412597692102905	0.04127012687205412	0.0557873982970413	dispersed_SSD	DISTAL
JAZF1	ZNF345	C2H2 ZF	48	1.0288256248892123	0.028826107757197877	0.01228765912758055	dispersed_SSD	DISTAL
JAZF1	ZNF346	C2H2 ZF	27	0.9815043386225235	-0.05514291106918485	-0.17801257392882372	dispersed_SSD	DISTAL
JAZF1	ZNF35	C2H2 ZF	27	1.0205591968429393	0.05514291106918484	0.04042235882341468	mixed	DISTAL
JAZF1	ZNF362	C2H2 ZF	55	1.3165742747545077	0.317448336362132	0.35223150277167703	mixed	DISTAL
JAZF1	ZNF365	C2H2 ZF	36	0.9113276452816164	-0.10819366908350378	-0.21071163806838666	dispersed_SSD	DISTAL
JAZF1	ZNF366	C2H2 ZF	64	0.9433844550952175	-0.0990561368751641	-0.09918055357726079	dispersed_SSD	DISTAL
JAZF1	ZNF367	C2H2 ZF	48	0.9999809307100909	-2.477062970390742e-05	0.06280729832749715	dispersed_SSD	DISTAL
JAZF1	ZNF384	C2H2 ZF	33	0.9112676852933296	-0.13090967854028074	-0.13880934154333754	mixed	DISTAL
JAZF1	ZNF385A	C2H2 ZF	60	1.0079009965486603	0.008892356077463717	-0.022113921931797016	dispersed_SSD	DISTAL
JAZF1	ZNF385C	C2H2 ZF	36	1.1574857730123065	0.15947286080675432	0.13819222598136335	dispersed_SSD	DISTAL
JAZF1	ZNF385D	C2H2 ZF	37	1.144607432166986	0.1455680392926136	0.13528934454803015	mixed	DISTAL
JAZF1	ZNF391	C2H2 ZF	27	1.050733731412838	0.05514291106918484	0.10127705673552187	dispersed_SSD	DISTAL
JAZF1	ZNF395	C2H2 ZF	78	1.0729741198130147	0.09566689367353198	0.09498917769245765	mixed	DISTAL
JAZF1	ZNF397	C2H2 ZF	30	1.0331725344463123	0.051297215510631274	0.07908374500915899	mixed	DISTAL
JAZF1	ZNF414	C2H2 ZF	29	0.9252757363916829	-0.09269563890885461	-0.0953322880161207	dispersed_SSD	DISTAL
JAZF1	ZNF428	C2H2 ZF	43	1.1206178861746339	0.1226480618944472	0.11096531110402333	mixed	DISTAL
JAZF1	ZNF438	C2H2 ZF	39	1.046126490538104	0.05462143982318368	0.019508613939153593	dispersed_SSD	DISTAL
JAZF1	ZNF444	C2H2 ZF	28	0.9548245383894279	-0.07645049572650964	-0.1919547974280609	dispersed_SSD	DISTAL
JAZF1	ZNF449	C2H2 ZF	32	1.0523470256184109	0.07397059641093247	0.10052540072809021	dispersed_SSD	DISTAL
JAZF1	ZNF462	C2H2 ZF	38	0.8608737207298531	-0.14119659637511253	-0.24168562628634013	mixed	DISTAL
