gene_a	gene_b	family	n_conditions	buffering_index_B	marginal_r	partial_r	pair_category	proximity
ARID3A	ARID3B	ARID/BRIGHT	62	0.816143981505339	-0.19047517944585093	-0.19450535555264534	dispersed_ohnolog	DISTAL
ARID3A	ARID5A	ARID/BRIGHT	122	1.0593998305739785	0.06153789937055903	0.015079542464261917	dispersed_ohnolog	DISTAL
ARID3A	ARID5B	ARID/BRIGHT	133	1.274880565417009	0.31557192692710767	0.3100349643728273	dispersed_ohnolog	DISTAL
ARID3A	KDM5B	ARID/BRIGHT	66	1.388722365955627	0.3889677742719781	0.36400084438239744	mixed	DISTAL
ARID3B	ARID5A	ARID/BRIGHT	102	1.2391000834693822	0.24778410217598723	0.2676247133333063	dispersed_ohnolog	DISTAL
ARID3B	ARID5B	ARID/BRIGHT	105	1.1626403219244916	0.19070907046387142	0.21626023569282707	dispersed_ohnolog	DISTAL
ARID3B	KDM5B	ARID/BRIGHT	32	1.0050238417977013	0.005100199721681704	0.003539933562295386	mixed	DISTAL
ARID5A	ARID5B	ARID/BRIGHT	155	1.1056347905282244	0.10900503838695817	-0.09235346367654357	dispersed_ohnolog	DISTAL
ARID5A	KDM5B	ARID/BRIGHT	105	0.9979293656643531	-0.0022920058068858578	-0.2207704413216665	mixed	DISTAL
ARID5B	KDM5B	ARID/BRIGHT	108	1.158100110505054	0.2064593383502074	-0.014073946249737873	mixed	DISTAL
AHCTF1	AHDC1	AT hook	51	0.9770737602148062	-0.03830729443398526	-0.037952100381149774	dispersed_SSD	DISTAL
AHCTF1	AKNA	AT hook	17	0.9157443036147931	-0.08977468247561878	0.2728898265526391	dispersed_SSD	DISTAL
AHCTF1	DNTTIP1	AT hook	10	1.913268522737428	0.9167859249281656	0.9121552307544649	dispersed_SSD	DISTAL
AHCTF1	DOT1L	AT hook	33	0.5209185545548749	-0.4819853083139944	-0.48639577131188716	dispersed_SSD	DISTAL
AHCTF1	HMGA1	AT hook	93	0.9118163269194387	-0.18021881759305766	-0.16654768124861902	dispersed_SSD	DISTAL
AHCTF1	PHF20	AT hook	9	1.8982221380936548	0.9074581506513496	0.8951320618673688	mixed	DISTAL
AHCTF1	PHF21A	AT hook	18	1.1468722976496037	0.18115799295903068	0.24121710748524972	dispersed_SSD	DISTAL
AHCTF1	PRR12	AT hook	20	1.8127520287093302	0.8139320241751722	0.8158735499585721	dispersed_SSD	DISTAL
AHCTF1	SCML4	AT hook	92	1.0127868094322832	0.05796750702725681	0.05752246135181269	mixed	DISTAL
AHCTF1	SETBP1	AT hook	93	1.0015879518546418	0.004483150900464158	0.0009764073525047452	dispersed_SSD	DISTAL
AHDC1	AKNA	AT hook	54	1.1181373626161089	0.16717431523779194	0.2381007761602211	dispersed_SSD	DISTAL
AHDC1	DNTTIP1	AT hook	49	1.0156195501270742	0.03217674371722096	0.023147731285472848	dispersed_SSD	DISTAL
AHDC1	DOT1L	AT hook	70	1.1242516987537958	0.14343453026766861	0.13796499615346555	dispersed_SSD	DISTAL
AHDC1	HMGA1	AT hook	126	0.846543859328504	-0.16165041529840923	-0.15058412011785066	dispersed_SSD	DISTAL
AHDC1	HMGA2	AT hook	46	0.9963764780942155	-0.01693062493472612	-0.006924773721840017	dispersed_SSD	DISTAL
AHDC1	PHF20	AT hook	48	1.0116635895660626	0.028124207687203105	0.03663441861970984	mixed	DISTAL
AHDC1	PHF21A	AT hook	56	1.216255436449547	0.24062450891076578	0.25978275192619	dispersed_SSD	DISTAL
AHDC1	PRR12	AT hook	59	1.0643892645697133	0.08562057245016247	0.08703932206571803	dispersed_SSD	DISTAL
AHDC1	SCML4	AT hook	119	1.000089719116073	0.00015154838839758741	-0.03663452009946775	mixed	DISTAL
AHDC1	SETBP1	AT hook	132	0.976161624944944	-0.03063314163192619	-0.02353690109561946	dispersed_SSD	DISTAL
AKNA	DNTTIP1	AT hook	15	1.0677945561502837	0.07913313191543918	-0.5177952511861839	dispersed_SSD	DISTAL
AKNA	DOT1L	AT hook	33	0.9837872527702846	-0.016380934381486658	-0.11119258247547044	dispersed_SSD	DISTAL
AKNA	HMGA1	AT hook	88	0.8637583827530864	-0.2337271856229953	-0.03572753883569363	dispersed_SSD	DISTAL
AKNA	HMGA2	AT hook	12	0.978242825395435	-0.04540191478437948	0.49663486178054683	dispersed_SSD	DISTAL
AKNA	PHF20	AT hook	12	0.7891697217881222	-0.27184960702782107	-0.7294494431208501	mixed	DISTAL
AKNA	PHF21A	AT hook	22	1.3605850968968891	0.3828165757170102	-0.4493835790211137	dispersed_SSD	DISTAL
AKNA	PRR12	AT hook	21	0.723710786966213	-0.2909930314871373	-0.8427744255703447	dispersed_SSD	DISTAL
AKNA	SCML4	AT hook	92	1.1152466121862608	0.4330472236582812	0.007296833461139791	mixed	DISTAL
AKNA	SETBP1	AT hook	98	0.9498611212145384	-0.12090002569664146	-0.042883947574336834	dispersed_SSD	DISTAL
DNTTIP1	DOT1L	AT hook	33	1.599933095497018	0.6359819033939617	0.6296121724566048	dispersed_SSD	DISTAL
DNTTIP1	HMGA1	AT hook	90	1.0454268946905303	0.11617328514107816	0.13295337018387438	dispersed_SSD	DISTAL
DNTTIP1	PHF21A	AT hook	18	0.7953123467653453	-0.28677755777710673	-0.5758352004008689	dispersed_SSD	DISTAL
DNTTIP1	PRR12	AT hook	19	0.14635381908075756	-0.8572539932935472	-0.8544044176272454	dispersed_SSD	DISTAL
DNTTIP1	SCML4	AT hook	92	0.9995919829067172	-0.0023803124214871237	-0.06577444639199058	mixed	DISTAL
DNTTIP1	SETBP1	AT hook	95	1.052607549771163	0.19122932530016873	0.19086713438903896	dispersed_SSD	DISTAL
DOT1L	HMGA1	AT hook	100	0.8980863915943379	-0.13241597463754046	-0.07765873703671375	dispersed_SSD	DISTAL
DOT1L	HMGA2	AT hook	30	0.7395955968191154	-0.4081293653054541	-0.39427719595914373	dispersed_SSD	DISTAL
DOT1L	PHF20	AT hook	32	1.528878763877493	0.5874381085922327	0.5909337437454878	mixed	DISTAL
DOT1L	PHF21A	AT hook	38	1.456077183728535	0.4875455036102833	0.47398590110782374	dispersed_SSD	DISTAL
DOT1L	PRR12	AT hook	34	1.2924822548480073	0.2930562489385129	0.2929926415392804	dispersed_SSD	DISTAL
DOT1L	SCML4	AT hook	105	1.0088277215947417	0.022362740222501364	-0.060946652022842426	mixed	DISTAL
DOT1L	SETBP1	AT hook	108	0.8962020457315208	-0.17908767830460962	-0.17169242458745493	dispersed_SSD	DISTAL
HMGA1	HMGA2	AT hook	88	0.9868044925049192	-0.07871591632665913	-0.10754652720393425	dispersed_SSD	DISTAL
HMGA1	PHF20	AT hook	88	1.0152406934185256	0.04589473507172324	-0.011279142532160277	mixed	DISTAL
HMGA1	PHF21A	AT hook	93	0.8553341752694028	-0.18402787113453142	-0.04472460717294817	dispersed_SSD	DISTAL
HMGA1	PRR12	AT hook	94	0.9899482999694441	-0.015576728788345998	-0.06593821372167871	dispersed_SSD	DISTAL
HMGA1	SCML4	AT hook	155	0.9416925931492943	-0.07602163448056999	0.10083942185709893	mixed	DISTAL
HMGA1	SETBP1	AT hook	161	0.7586337042322927	-0.26317986976437596	-0.284387831840572	dispersed_SSD	DISTAL
HMGA2	PHF21A	AT hook	15	1.061184611977417	0.16569984796264273	0.461745183397086	dispersed_SSD	DISTAL
HMGA2	PRR12	AT hook	16	1.6171081327422074	0.7040965301007516	0.6990374396806607	dispersed_SSD	DISTAL
HMGA2	SCML4	AT hook	89	0.9942541979245485	-0.08086323567735663	-0.020081923856723846	mixed	DISTAL
HMGA2	SETBP1	AT hook	92	0.9882808050348809	-0.10037494759540656	-0.0988223313736455	dispersed_SSD	DISTAL
PHF20	PHF21A	AT hook	17	0.8352719883522358	-0.25770037146113584	-0.23723279631800848	mixed	DISTAL
PHF20	PRR12	AT hook	16	0.6808670236512522	-0.3215920371350489	-0.3515025827558108	mixed	DISTAL
PHF20	SCML4	AT hook	90	0.9718106105849815	-0.19668464793352314	-0.13127854045582624	dispersed_ohnolog	DISTAL
PHF20	SETBP1	AT hook	94	1.0387312083965885	0.16703148619429103	0.1607397355903472	mixed	DISTAL
PHF21A	PRR12	AT hook	27	0.7363359437355893	-0.29847053108887484	-0.39526551338342153	dispersed_SSD	DISTAL
PHF21A	SCML4	AT hook	96	1.0645398282734373	0.1620271505974918	-0.19046263242893785	mixed	DISTAL
PHF21A	SETBP1	AT hook	97	0.8605471070692301	-0.23182256646592206	-0.2543482142381166	dispersed_SSD	DISTAL
PRR12	SCML4	AT hook	96	0.9593312975775713	-0.13268533362046786	-0.10361933923858636	mixed	DISTAL
PRR12	SETBP1	AT hook	102	1.086053261099663	0.18353789723334374	0.17071961373027117	dispersed_SSD	DISTAL
SCML4	SETBP1	AT hook	150	0.8312842616009375	-0.17905354604904886	-0.1274891212623191	mixed	DISTAL
FAM200B	SGSM2	BED ZF	52	1.0726375026826223	0.07712101855505657	0.15910394206988598	mixed	DISTAL
FAM200B	ZBED1	BED ZF	46	0.49137666925377266	-0.5164243788664418	-0.6220974756225267	mixed	DISTAL
FAM200B	ZBED3	BED ZF	25	0.8488856970573908	-0.15119582538660198	-0.1210818703656028	dispersed_SSD	DISTAL
FAM200B	ZBED4	BED ZF	17	1.1993733344182922	0.2692710219070357	0.28454829138052373	mixed	DISTAL
FAM200B	ZBED5	BED ZF	28	0.9277188109700402	-0.08276013248606758	-0.006503562782174187	dispersed_SSD	DISTAL
FAM200B	ZBED6	BED ZF	22	1.1865591866168417	0.18742511884434243	0.1670554797023948	dispersed_SSD	DISTAL
SGSM2	ZBED1	BED ZF	69	0.690261780705581	-0.30995065727111754	-0.1526103101286899	dispersed_ohnolog	DISTAL
SGSM2	ZBED3	BED ZF	56	0.9348624883709103	-0.06588911412050516	-0.05870357146959328	mixed	DISTAL
SGSM2	ZBED4	BED ZF	46	0.9948786823016231	-0.008617870445389234	0.016097382847764838	dispersed_ohnolog	DISTAL
SGSM2	ZBED5	BED ZF	54	1.0625846341627394	0.07475091252044969	0.024722950154844395	mixed	DISTAL
SGSM2	ZBED6	BED ZF	52	1.0107020026735523	0.010747851828703187	0.037142244517600384	mixed	DISTAL
ZBED1	ZBED3	BED ZF	50	0.539417841627974	-0.46074922808978064	-0.584061944783613	mixed	DISTAL
ZBED1	ZBED4	BED ZF	40	0.6527290351438415	-0.484191686089965	-0.5815506947446338	dispersed_ohnolog	DISTAL
ZBED1	ZBED5	BED ZF	50	0.4850971170463567	-0.5785157648980467	-0.5807416982302606	mixed	DISTAL
ZBED1	ZBED6	BED ZF	46	1.5495618971100724	0.550915499500222	0.6389297482559894	mixed	DISTAL
ZBED3	ZBED4	BED ZF	23	0.5268735850703103	-0.6264548060018564	-0.6487094003229855	mixed	DISTAL
ZBED3	ZBED5	BED ZF	31	0.6387189819000642	-0.4197833476764318	-0.4372944533810633	dispersed_SSD	DISTAL
ZBED3	ZBED6	BED ZF	24	1.5087371495093311	0.511770398147332	0.6374655710692169	dispersed_SSD	DISTAL
ZBED4	ZBED5	BED ZF	19	0.8055539058682929	-0.22558217451882145	-0.12551570974557186	mixed	DISTAL
ZBED4	ZBED6	BED ZF	18	1.6362753180451635	0.8564999300306286	0.8538835446712014	mixed	DISTAL
ZBED5	ZBED6	BED ZF	29	1.732420756420821	0.9086557944538921	0.9073450140460089	dispersed_SSD	DISTAL
AEBP2	ANKZF1	C2H2 ZF	83	1.2320489066149551	0.3083339266846856	0.2447885110271343	dispersed_SSD	DISTAL
AEBP2	ATMIN	C2H2 ZF	27	0.9723946185078072	-0.029320768715738996	-0.3601144754554995	dispersed_SSD	DISTAL
AEBP2	BCL11A	C2H2 ZF	47	1.02002600354227	0.024541157827145377	-0.15370420702263038	mixed	DISTAL
AEBP2	BCL11B	C2H2 ZF	65	1.1836596632010765	0.3522818450902146	0.26884453073299125	mixed	DISTAL
AEBP2	BCL6	C2H2 ZF	133	1.1332537088341974	0.21647795658268204	0.1880734557867447	dispersed_SSD	DISTAL
AEBP2	BNC2	C2H2 ZF	42	0.9760133591575757	-0.03791192672850255	0.1513125688592616	mixed	DISTAL
AEBP2	CASZ1	C2H2 ZF	95	0.8852553104820187	-0.14747131514940437	-0.30648334713155573	dispersed_SSD	DISTAL
AEBP2	CCDC17	C2H2 ZF	16	0.9918620373451403	-0.01425340453025133	-0.14597035270840003	dispersed_SSD	DISTAL
AEBP2	CHAMP1	C2H2 ZF	31	1.03698717998123	0.04051774795350139	0.10743217291020032	dispersed_SSD	DISTAL
AEBP2	CTCF	C2H2 ZF	16	0.9944334326467575	-0.014253404530251326	0.18763745111232907	mixed	DISTAL
AEBP2	DPF3	C2H2 ZF	23	0.5809391772506592	-0.46648105659837336	-0.30646198280864084	mixed	DISTAL
AEBP2	E4F1	C2H2 ZF	23	0.9901301223319965	-0.010455117088086184	-0.17011196567725617	dispersed_SSD	DISTAL
AEBP2	EEA1	C2H2 ZF	18	1.007721536815751	0.008595057614056954	0.35809661576547475	dispersed_SSD	DISTAL
AEBP2	EGR1	C2H2 ZF	121	0.9980152510376473	-0.00602997053184386	0.041277484448934504	mixed	DISTAL
AEBP2	EGR2	C2H2 ZF	79	1.1441414099437233	0.22463390383550502	0.3802902461125668	mixed	DISTAL
AEBP2	EGR3	C2H2 ZF	27	0.9889797237632134	-0.01430064220592253	-0.36065494307440066	mixed	DISTAL
AEBP2	GFI1	C2H2 ZF	42	1.0609528152498944	0.1002530712330247	-0.0402526224924497	mixed	DISTAL
AEBP2	GLI4	C2H2 ZF	64	0.9649389186372664	-0.04409866042932359	-0.19030505411684556	mixed	DISTAL
AEBP2	GLIS3	C2H2 ZF	84	0.9640861161963362	-0.09416124997601687	-0.1833149965849296	mixed	DISTAL
AEBP2	GTF3A	C2H2 ZF	33	1.163515920231291	0.16379346718311558	0.363672380280257	mixed	DISTAL
AEBP2	GZF1	C2H2 ZF	31	0.9890123206548115	-0.011072900767035009	0.11040360960249099	dispersed_SSD	DISTAL
AEBP2	HIC1	C2H2 ZF	16	0.9869042581719009	-0.014253404530251321	-0.26664128034245305	dispersed_SSD	DISTAL
AEBP2	HINFP	C2H2 ZF	20	1.0082218689884632	0.00872832467983527	-0.14380525218181256	dispersed_SSD	DISTAL
AEBP2	HIVEP1	C2H2 ZF	41	0.9133681720767289	-0.09560443618883584	-0.29834239359906084	mixed	DISTAL
AEBP2	HIVEP2	C2H2 ZF	32	1.0343205763958672	0.038410199138192144	-0.27071413027110525	mixed	DISTAL
AEBP2	HIVEP3	C2H2 ZF	73	0.9489585883223634	-0.08973047690356016	-0.0017854509199965172	mixed	DISTAL
AEBP2	IKZF1	C2H2 ZF	42	1.2211491974410542	0.23940930179882972	0.1379966946543285	mixed	DISTAL
AEBP2	IKZF2	C2H2 ZF	62	1.133646976183081	0.22828469818744618	0.1411311961596001	mixed	DISTAL
AEBP2	IKZF3	C2H2 ZF	55	1.0605501854845534	0.11800818009249463	-0.04277885226131513	mixed	DISTAL
AEBP2	IKZF4	C2H2 ZF	33	0.7930503466274906	-0.24891965252628317	-0.3361476744497065	mixed	DISTAL
AEBP2	INSM1	C2H2 ZF	30	1.12146547825158	0.20949462877837002	0.3436836720351309	mixed	DISTAL
AEBP2	JAZF1	C2H2 ZF	37	0.9116140522436335	-0.09195619390718379	-0.20590000377631765	dispersed_SSD	DISTAL
AEBP2	KCMF1	C2H2 ZF	18	0.9851752619248264	-0.02324525254685515	-0.6134190864623698	dispersed_SSD	DISTAL
AEBP2	KLF1	C2H2 ZF	16	0.9897967344446048	-0.014253404530251326	-0.1687316045937859	mixed	DISTAL
AEBP2	KLF10	C2H2 ZF	89	0.6968345463767227	-0.41462477822555804	-0.4598023204026133	mixed	DISTAL
AEBP2	KLF11	C2H2 ZF	27	0.9197814666718896	-0.0844561509392426	0.07517667252488451	mixed	DISTAL
AEBP2	KLF12	C2H2 ZF	43	1.2844325352344241	0.35161218194774035	0.26658230272471345	mixed	DISTAL
AEBP2	KLF13	C2H2 ZF	40	1.0800586872066011	0.08358241136074988	-0.13416755655873475	mixed	DISTAL
AEBP2	KLF16	C2H2 ZF	16	0.9916419826993489	-0.014253404530251326	-0.4241811504814582	mixed	DISTAL
AEBP2	KLF2	C2H2 ZF	192	1.046868494690417	0.10248285067495361	0.16172286500582503	dispersed_SSD	DISTAL
AEBP2	KLF3	C2H2 ZF	91	1.4995148860220144	0.5241611860104219	0.5059868347527527	mixed	DISTAL
AEBP2	KLF4	C2H2 ZF	76	0.9353174103683172	-0.0932495889069716	-0.02563094964932976	mixed	DISTAL
AEBP2	KLF5	C2H2 ZF	45	1.1477785549426232	0.24134436523030262	0.1433952478463587	mixed	DISTAL
AEBP2	KLF6	C2H2 ZF	87	0.8359856359661837	-0.20675945241168966	-0.3908671887633069	mixed	DISTAL
AEBP2	KLF7	C2H2 ZF	105	1.2476091879841282	0.30655868846245476	0.2816878246633719	mixed	DISTAL
AEBP2	KLF8	C2H2 ZF	31	0.8537271345516312	-0.14719001584532718	-0.12595340624774645	mixed	DISTAL
AEBP2	KLF9	C2H2 ZF	43	1.086732664362842	0.10161001453436966	-0.037601121514322954	mixed	DISTAL
AEBP2	L3MBTL1	C2H2 ZF	24	1.5067828195816744	0.5365226780723356	0.3843281241170688	mixed	DISTAL
AEBP2	L3MBTL3	C2H2 ZF	83	0.963393177094243	-0.06508390910772827	-0.3444423278441015	mixed	DISTAL
AEBP2	L3MBTL4	C2H2 ZF	43	0.878298631617123	-0.15468662814759748	-0.240849115997333	mixed	DISTAL
AEBP2	MAZ	C2H2 ZF	108	0.9397952117225695	-0.06166991854141758	0.055787594162105346	dispersed_SSD	DISTAL
AEBP2	MECOM	C2H2 ZF	33	1.1766328053965052	0.2321831334147341	0.4551645950762185	mixed	DISTAL
AEBP2	MTF1	C2H2 ZF	33	0.8374095307018267	-0.18568974094080049	-0.3463135497569489	dispersed_SSD	DISTAL
AEBP2	MYNN	C2H2 ZF	16	0.9943826880970992	-0.014253404530251321	-0.10219524631116397	dispersed_SSD	DISTAL
AEBP2	MYT1	C2H2 ZF	18	0.9821992911563703	-0.022961393946641144	0.003342447740524742	mixed	DISTAL
AEBP2	MZF1	C2H2 ZF	49	1.2728540014647056	0.28128550935742813	0.25287277547837184	dispersed_SSD	DISTAL
AEBP2	PLAG1	C2H2 ZF	31	1.1963876381835756	0.20069864385689565	0.3900629802439601	dispersed_SSD	DISTAL
AEBP2	PLAGL1	C2H2 ZF	31	0.8881169854041091	-0.1121524156088837	-0.12209724474149296	dispersed_SSD	DISTAL
AEBP2	PLAGL2	C2H2 ZF	63	0.8398322625893985	-0.20661691939536722	-0.40793526060109014	dispersed_SSD	DISTAL
AEBP2	PRDM1	C2H2 ZF	57	0.8779360189898611	-0.17567374261280425	-0.33178338190833145	mixed	DISTAL
AEBP2	PRDM10	C2H2 ZF	20	1.0264602008946153	0.028179785872990616	0.4419512082137119	mixed	DISTAL
AEBP2	PRDM15	C2H2 ZF	18	1.0141341532848673	0.023260658524057214	0.08252812435593153	dispersed_SSD	DISTAL
AEBP2	PRDM16	C2H2 ZF	17	0.9987856440622945	-0.0013412534437518718	-0.29776025930425876	mixed	DISTAL
AEBP2	PRDM2	C2H2 ZF	22	1.0835494256263685	0.08599449668884501	-0.06682334657532024	dispersed_SSD	DISTAL
AEBP2	PRDM4	C2H2 ZF	23	0.9680309704816972	-0.03299430039258531	-0.3129443163993112	mixed	DISTAL
AEBP2	PRDM8	C2H2 ZF	60	1.0858826593229975	0.18517254140877665	-0.03794009429308276	dispersed_SSD	DISTAL
AEBP2	PRMT3	C2H2 ZF	22	1.0278416645242434	0.0317497949904911	0.43505441088112656	dispersed_SSD	DISTAL
AEBP2	RBSN	C2H2 ZF	27	1.31525454991783	0.32994136057796825	0.2794729014086562	dispersed_SSD	DISTAL
AEBP2	REPIN1	C2H2 ZF	60	1.1555122411823369	0.1961530813388108	0.09631186976563212	mixed	DISTAL
AEBP2	REST	C2H2 ZF	21	1.2240227547955753	0.25037366945061446	0.4616494387077668	dispersed_SSD	DISTAL
AEBP2	RLF	C2H2 ZF	17	0.9853861701459402	-0.019552490049616615	-0.6694412923456882	dispersed_SSD	DISTAL
AEBP2	RREB1	C2H2 ZF	17	1.0106761826141961	0.01955097407298088	0.6699492341129771	dispersed_SSD	DISTAL
AEBP2	SALL4	C2H2 ZF	16	0.9859733302814433	-0.014253404530251326	0.007915432877149957	mixed	DISTAL
AEBP2	SLC2A4RG	C2H2 ZF	29	0.9539187992830286	-0.05202435915254762	-0.3942085695289157	mixed	DISTAL
AEBP2	SNAI3	C2H2 ZF	22	1.328742630162046	0.4455976001514346	0.1738465297790647	mixed	DISTAL
AEBP2	SP1	C2H2 ZF	17	1.0100907336210296	0.019553752507218546	-0.19853953330889898	mixed	DISTAL
AEBP2	SP4	C2H2 ZF	25	0.9818436043714436	-0.01862226487053082	-0.28563835427111695	mixed	DISTAL
AEBP2	ST18	C2H2 ZF	49	0.9794390688944851	-0.029423834406138903	0.21032746473138245	mixed	DISTAL
AEBP2	TRAFD1	C2H2 ZF	219	0.9416983876780662	-0.13857151133718554	-0.22851508113073662	dispersed_SSD	DISTAL
AEBP2	TSHZ1	C2H2 ZF	62	1.3477272302052203	0.4214147108611594	0.3827882013229291	mixed	DISTAL
AEBP2	TSHZ2	C2H2 ZF	124	0.9758098661773095	-0.06967253836730226	-0.16936505550318426	mixed	DISTAL
AEBP2	TSHZ3	C2H2 ZF	48	0.5985682901959262	-0.4706515095061113	-0.5226331807065459	mixed	DISTAL
AEBP2	VEZF1	C2H2 ZF	20	1.0884716131123395	0.09741981300091644	-0.1367659846680005	dispersed_SSD	DISTAL
AEBP2	WIZ	C2H2 ZF	67	0.9961049621760336	-0.004597495628790983	-0.3024065596327687	mixed	DISTAL
AEBP2	WT1	C2H2 ZF	16	0.9861117017934512	-0.01425340453025133	-0.32195413363115255	dispersed_SSD	DISTAL
AEBP2	ZBTB1	C2H2 ZF	15	1.1270196283363938	0.32641546171435964	0.13643167938154308	mixed	DISTAL
AEBP2	ZBTB10	C2H2 ZF	43	1.220897709292352	0.25398607463622963	0.10968401616156367	mixed	DISTAL
AEBP2	ZBTB11	C2H2 ZF	22	1.0259635215693845	0.032044456957823333	0.30026619900552043	dispersed_SSD	DISTAL
AEBP2	ZBTB14	C2H2 ZF	27	1.0272343579192682	0.028365046553283348	0.20279334938384302	dispersed_SSD	DISTAL
AEBP2	ZBTB16	C2H2 ZF	52	1.0419370823294067	0.07085424683451026	0.07536193402712434	dispersed_SSD	DISTAL
AEBP2	ZBTB17	C2H2 ZF	32	0.9966593792312569	-0.0036429162565928108	-0.32987353729887703	dispersed_SSD	DISTAL
AEBP2	ZBTB18	C2H2 ZF	74	1.2789354073288415	0.29030987587037643	0.34394587654861	dispersed_SSD	DISTAL
AEBP2	ZBTB20	C2H2 ZF	60	1.4978029328208726	0.5705832069120392	0.5448545690084644	dispersed_SSD	DISTAL
AEBP2	ZBTB21	C2H2 ZF	20	0.5420454311621297	-0.5145321279418861	-0.39508438107431665	dispersed_SSD	DISTAL
AEBP2	ZBTB22	C2H2 ZF	28	1.0072445302680237	0.00744187023150891	-0.24437562968898535	dispersed_SSD	DISTAL
AEBP2	ZBTB25	C2H2 ZF	25	1.4101877403520062	0.45963211737847076	0.4849021212768983	mixed	DISTAL
AEBP2	ZBTB26	C2H2 ZF	19	0.9822940877620161	-0.02613775662332007	-0.04530440805913364	mixed	DISTAL
AEBP2	ZBTB3	C2H2 ZF	19	0.8267617452032695	-0.18846230410917575	-0.4148334656947601	dispersed_SSD	DISTAL
AEBP2	ZBTB32	C2H2 ZF	56	0.8896818081807876	-0.17594740873307488	-0.4092115307762468	dispersed_SSD	DISTAL
AEBP2	ZBTB33	C2H2 ZF	20	1.0241448747180186	0.028359937408940234	0.2956001006401405	dispersed_SSD	DISTAL
AEBP2	ZBTB34	C2H2 ZF	19	0.9793308376254524	-0.025869066984326557	-0.4001870978722656	mixed	DISTAL
AEBP2	ZBTB37	C2H2 ZF	17	1.2965290005360621	0.38243391035695967	0.2713487451317054	dispersed_SSD	DISTAL
AEBP2	ZBTB38	C2H2 ZF	23	1.3241742960815088	0.32448317419478595	0.20912532929292862	dispersed_SSD	DISTAL
AEBP2	ZBTB39	C2H2 ZF	33	0.8932081585537661	-0.11217539295623258	-0.3674953490759316	dispersed_SSD	DISTAL
AEBP2	ZBTB4	C2H2 ZF	42	1.3183350005895005	0.32009507294711	0.1981802914350695	dispersed_SSD	DISTAL
AEBP2	ZBTB43	C2H2 ZF	26	0.9137493785606675	-0.08690622031330265	-0.6446994706723554	mixed	DISTAL
AEBP2	ZBTB44	C2H2 ZF	32	1.5861415665290823	0.597336763022377	0.47564593777184727	mixed	DISTAL
AEBP2	ZBTB45	C2H2 ZF	36	0.8049692557890815	-0.19767204971140698	-0.3216461442604575	dispersed_SSD	DISTAL
AEBP2	ZBTB46	C2H2 ZF	38	1.3356214066010592	0.4647414425275434	0.325856032076205	mixed	DISTAL
AEBP2	ZBTB48	C2H2 ZF	23	1.2489838106026268	0.25139223721224835	0.4781486943562697	dispersed_SSD	DISTAL
AEBP2	ZBTB49	C2H2 ZF	26	1.3726138630413698	0.3864171416991004	0.32940048118667553	mixed	DISTAL
AEBP2	ZBTB5	C2H2 ZF	16	0.9001331019538488	-0.1728616773031016	-0.19327051435118836	mixed	DISTAL
AEBP2	ZBTB6	C2H2 ZF	17	0.9883555954337471	-0.019528844304229038	-0.08530944887729863	mixed	DISTAL
AEBP2	ZBTB7B	C2H2 ZF	69	0.9559904089894525	-0.05249804283098133	-0.039785216142220615	dispersed_SSD	DISTAL
AEBP2	ZBTB8A	C2H2 ZF	17	0.9916991313272786	-0.009880193660578738	-0.18122483821678498	mixed	DISTAL
AEBP2	ZFAT	C2H2 ZF	25	1.031706651062119	0.0342043053676496	0.22316602000369934	dispersed_SSD	DISTAL
AEBP2	ZFP3	C2H2 ZF	19	0.9822761157133684	-0.026141990279375624	-0.15187218615759984	mixed	DISTAL
AEBP2	ZFP41	C2H2 ZF	30	0.8903371243848218	-0.11288354196704037	-0.1170493910816044	mixed	DISTAL
AEBP2	ZFP64	C2H2 ZF	25	1.0327575305470544	0.03375789387523113	0.43707802699165377	mixed	DISTAL
AEBP2	ZFPM1	C2H2 ZF	111	0.9954132259386236	-0.006659793711085958	-0.01679811497642942	mixed	DISTAL
AEBP2	ZFPM2	C2H2 ZF	35	0.882870250910521	-0.19815539938821314	-0.36141576038330187	mixed	DISTAL
AEBP2	ZFY	C2H2 ZF	17	1.0104026458157096	0.01955291728197381	0.1790143933861389	dispersed_SSD	DISTAL
AEBP2	ZMAT1	C2H2 ZF	38	1.647874738322292	0.6479552988926848	0.5394949439551243	dispersed_SSD	DISTAL
AEBP2	ZMAT4	C2H2 ZF	33	1.3584585976684933	0.38607467922024263	0.28842519995586235	dispersed_SSD	DISTAL
AEBP2	ZNF107	C2H2 ZF	63	0.8600538388904106	-0.17616364589198596	-0.40748872126250046	mixed	DISTAL
AEBP2	ZNF117	C2H2 ZF	18	0.9959281914187192	-0.004891836050804681	-0.23952541388418236	dispersed_SSD	DISTAL
AEBP2	ZNF121	C2H2 ZF	29	1.17198504842423	0.17205863624659634	0.3747801314227305	dispersed_SSD	DISTAL
AEBP2	ZNF134	C2H2 ZF	16	1.0989401243994648	0.17589933953662035	0.008414666191416762	dispersed_SSD	DISTAL
AEBP2	ZNF138	C2H2 ZF	15	1.23333027577076	0.3662710314886116	0.07822595322323542	mixed	DISTAL
AEBP2	ZNF142	C2H2 ZF	23	0.996662961056808	-0.003498652847543261	-0.03847126075826362	mixed	DISTAL
AEBP2	ZNF146	C2H2 ZF	17	1.1903062973094924	0.24908583070732482	0.5256943337770055	dispersed_SSD	DISTAL
