cluster_id	dup_class4	cell_type	n_members	n_on	frac_on	all_on	single_on	top_share	one_dominant	top_gene	members
clust0068	clustered_cis_ohnolog	other T	2	2	1.0	True	False	0.5011406454342052	False	STAT4	STAT1|STAT4
clust0068	clustered_cis_ohnolog	NK	2	2	1.0	True	False	0.60104331312124	False	STAT4	STAT1|STAT4
clust0068	clustered_cis_ohnolog	ILC	2	2	1.0	True	False	0.6511242683151384	False	STAT1	STAT1|STAT4
clust0068	clustered_cis_ohnolog	erythrocyte	2	2	1.0	True	False	0.6756096047929646	False	STAT1	STAT1|STAT4
clust0073	clustered_SSD_tandem	plasma	2	1	0.5	False	True	0.9890774442441163	True	MESP1	MESP1|MESP2
clust0074	clustered_SSD_tandem	monocyte	2	1	0.5	False	True	0.9987277785288183	True	OLIG1	OLIG1|OLIG2
clust0077	clustered_cis_ohnolog	progenitor	3	2	0.6666666666666666	False	False	0.9331973782089648	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	monocyte	3	3	1.0	True	False	0.9667044146787604	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	cDC1	3	2	0.6666666666666666	False	False	0.9742796445617812	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	cDC2	3	3	1.0	True	False	0.9487177425772502	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	DC_other	3	1	0.3333333333333333	False	True	0.9728483422624399	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	pDC	3	1	0.3333333333333333	False	True	0.9222393017599444	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	B	3	1	0.3333333333333333	False	True	0.9005271073686038	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	plasma	3	3	1.0	True	False	0.7300416963809635	False	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	CD4 T	3	2	0.6666666666666666	False	False	0.8186297725739043	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	CD8 T	3	2	0.6666666666666666	False	False	0.7182878175420406	False	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	other T	3	2	0.6666666666666666	False	False	0.8372215737694506	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	NK	3	2	0.6666666666666666	False	False	0.7199318872122915	False	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	ILC	3	2	0.6666666666666666	False	False	0.9790533115841559	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	platelet	3	1	0.3333333333333333	False	True	0.9338469714027821	True	FOS	BATF|FOS|JDP2
clust0077	clustered_cis_ohnolog	erythrocyte	3	1	0.3333333333333333	False	True	0.9661062460642084	True	FOS	BATF|FOS|JDP2
clust0078	clustered_cis_ohnolog	progenitor	2	2	1.0	True	False	0.5095001963911949	False	CEBPA	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	monocyte	2	2	1.0	True	False	0.6129344716331042	False	CEBPA	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	cDC1	2	2	1.0	True	False	0.6547837175502996	False	CEBPG	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	cDC2	2	2	1.0	True	False	0.563281413993484	False	CEBPA	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	DC_other	2	2	1.0	True	False	0.6441649664116462	False	CEBPA	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	pDC	2	1	0.5	False	True	0.9128782450299247	True	CEBPG	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	B	2	1	0.5	False	True	0.9166968097210659	True	CEBPG	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	plasma	2	1	0.5	False	True	0.9727033994923897	True	CEBPG	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	other T	2	1	0.5	False	True	0.754736482697474	False	CEBPG	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	NK	2	1	0.5	False	True	0.792237333667168	False	CEBPG	CEBPA|CEBPG
clust0078	clustered_cis_ohnolog	erythrocyte	2	2	1.0	True	False	0.5095667442830333	False	CEBPA	CEBPA|CEBPG
