gene	dup_class4	provenance	arrangement	TF_subfamily	cluster_id	breadth_CD14_Mono	breadth_CD16_Mono	breadth_Mono	breadth_cDC	breadth_pDC	breadth_Granulocyte	breadth_B_cell	breadth_Naive_B_cell	breadth_Intermediate_B_cell	breadth_Plasmablast	breadth_CD4_T_cell	breadth_CD4_Naive_T_cell	breadth_CD4_Memory_T_cell	breadth_Treg	breadth_CD8_T_cell	breadth_CD8_Naive_T_cell	breadth_CD8_Memory_T_cell	breadth_MAIT	breadth_NKT	breadth_NK	breadth_NK_CD56hi	breadth_NK_CD56low	breadth_ILC	breadth_HSPC	total_events	n_response_celltypes	is_responder
ZFY	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZMAT1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	2	7	5	True
ZMAT4	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	1	True
ZNF117	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF121	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	True
ZNF131	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF134	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF146	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF148	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF16	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	True
ZNF200	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF207	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF219	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF22	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF232	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF239	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF260	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	True
ZNF275	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	True
ZNF276	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF281	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF292	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	True
ZNF318	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	1	1	2	0	0	0	0	1	0	3	3	2	2	0	1	1	2	0	1	0	1	0	0	22	14	True
ZNF319	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF32	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF322	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF326	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF329	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF335	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF341	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF345	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	2	True
ZNF346	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF358	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF365	dispersed_SSD	SSD	dispersed	C2H2 ZF		2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	4	True
ZNF366	dispersed_SSD	SSD	dispersed	C2H2 ZF		13	1	12	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5	True
ZNF367	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	4	2	0	0	11	6	True
ZNF385A	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	True
ZNF385C	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	True
ZNF391	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF407	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF408	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF410	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF414	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF415	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF438	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	True
ZNF444	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF449	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF451	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF467	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	True
ZNF474	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF488	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF491	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF493	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF511	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF512B	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	True
ZNF518A	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF518B	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF526	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF574	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	True
ZNF575	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF594	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF598	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	True
ZNF600	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	5	3	True
ZNF618	dispersed_SSD	SSD	dispersed	C2H2 ZF		7	2	7	6	1	1	0	1	0	0	1	1	3	0	1	1	2	0	0	1	3	0	0	0	38	15	True
ZNF619	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF628	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF639	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF644	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF648	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF652	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	True
ZNF654	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF655	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF664	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF678	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF691	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF697	dispersed_SSD	SSD	dispersed	C2H2 ZF		4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	True
ZNF706	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF710	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF711	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF721	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF740	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	True
ZNF750	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF768	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF770	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF787	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF80	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF800	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF804A	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	1	1	2	8	7	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	9	True
ZNF804B	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	True
ZNF821	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	True
ZNF827	dispersed_SSD	SSD	dispersed	C2H2 ZF		2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	4	True
ZNF83	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF830	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF835	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF841	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF843	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF853	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF883	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN10	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN20	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN21	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN22	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN26	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN29	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN4	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZSCAN9	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PATZ1	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB24	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook		1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	True
ZNF524	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF653	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF277	dispersed_SSD	SSD	dispersed	C2H2 ZF; BED ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZNF512	dispersed_SSD	SSD	dispersed	C2H2 ZF; BED ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	True
ZC3H8	dispersed_SSD	SSD	dispersed	CCCH ZF		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	True
ZGPAT	dispersed_SSD	SSD	dispersed	CCCH ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
CENPB	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
JRK	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
JRKL	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TIGD1	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TIGD2	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TIGD3	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TIGD4	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TIGD5	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TIGD6	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TIGD7	dispersed_SSD	SSD	dispersed	CENPB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
RBPJ	dispersed_SSD	SSD	dispersed	CSL		4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	True
RBPJL	dispersed_SSD	SSD	dispersed	CSL		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SATB1	dispersed_SSD	SSD	dispersed	CUT; Homeodomain		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	True
SATB2	dispersed_SSD	SSD	dispersed	CUT; Homeodomain		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
CXXC1	dispersed_SSD	SSD	dispersed	CxxC		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
DNMT1	dispersed_SSD	SSD	dispersed	CxxC		3	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	12	7	True
DMRTA1	dispersed_SSD	SSD	dispersed	DM		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
DMRTA2	dispersed_SSD	SSD	dispersed	DM		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
DMRTB1	dispersed_SSD	SSD	dispersed	DM		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
DMRTC2	dispersed_SSD	SSD	dispersed	DM		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ELK1	dispersed_SSD	SSD	dispersed	Ets		1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	True
ELK3	dispersed_SSD	SSD	dispersed	Ets		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	True
ELK4	dispersed_SSD	SSD	dispersed	Ets		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ETV2	dispersed_SSD	SSD	dispersed	Ets		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FEV	dispersed_SSD	SSD	dispersed	Ets		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
GABPA	dispersed_SSD	SSD	dispersed	Ets		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SPDEF	dispersed_SSD	SSD	dispersed	Ets		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SPIB	dispersed_SSD	SSD	dispersed	Ets		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	True
FOXD1	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXD4	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXD4L3	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXD4L4	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXD4L5	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXD4L6	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXE1	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXG1	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXH1	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXJ1	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXL2	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXM1	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	6	3	True
FOXP1	dispersed_SSD	SSD	dispersed	Forkhead		0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	6	5	True
FOXP2	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOXP3	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	True
FOXP4	dispersed_SSD	SSD	dispersed	Forkhead		2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	4	True
FOXS1	dispersed_SSD	SSD	dispersed	Forkhead		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
