gene	dup_class4	provenance	arrangement	TF_subfamily	cluster_id	breadth_CD14_Mono	breadth_CD16_Mono	breadth_Mono	breadth_cDC	breadth_pDC	breadth_Granulocyte	breadth_B_cell	breadth_Naive_B_cell	breadth_Intermediate_B_cell	breadth_Plasmablast	breadth_CD4_T_cell	breadth_CD4_Naive_T_cell	breadth_CD4_Memory_T_cell	breadth_Treg	breadth_CD8_T_cell	breadth_CD8_Naive_T_cell	breadth_CD8_Memory_T_cell	breadth_MAIT	breadth_NKT	breadth_NK	breadth_NK_CD56hi	breadth_NK_CD56low	breadth_ILC	breadth_HSPC	total_events	n_response_celltypes	is_responder
IRX5	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
IRX6	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
LBX1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
LMX1A	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NKX2-1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NKX2-2	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NKX2-4	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NKX2-6	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NKX2-8	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NKX3-1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PBX1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0039	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	2	True
PDX1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SIX1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SIX2	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SIX3	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SIX4	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SIX6	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TLX1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TPRX1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
MEF2B	clustered_cis_ohnolog	ohnolog	clustered	MADS box	clust0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NR1D1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	True
NR1D2	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0058	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	6	4	True
NR5A1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
NR6A1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0059	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	True
RARB	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	1	True
THRA	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0057	0	1	0	3	0	0	0	0	0	0	1	1	1	2	2	2	2	1	1	2	0	2	0	0	21	13	True
THRB	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0058	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	3	True
STAT1	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0068	2	1	1	7	0	1	1	1	1	1	9	9	11	8	9	9	10	8	11	6	5	8	0	9	128	22	True
STAT3	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
STAT4	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0068	6	1	6	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	19	7	True
STAT5A	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0067	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	True
STAT5B	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TBX2	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TBX3	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TBX4	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TBX5	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
MYF5	clustered_cis_ohnolog	ohnolog	clustered	bHLH	clust0071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
MYF6	clustered_cis_ohnolog	ohnolog	clustered	bHLH	clust0071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ATF7	clustered_cis_ohnolog	ohnolog	clustered	bZIP	clust0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
BATF	clustered_cis_ohnolog	ohnolog	clustered	bZIP	clust0077	1	3	1	3	0	1	2	3	0	0	1	1	0	0	0	1	0	1	0	0	3	0	0	2	23	13	True
CEBPA	clustered_cis_ohnolog	ohnolog	clustered	bZIP	clust0078	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	True
CEBPG	clustered_cis_ohnolog	ohnolog	clustered	bZIP	clust0078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FOS	clustered_cis_ohnolog	ohnolog	clustered	bZIP	clust0077	9	9	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	True
JDP2	clustered_cis_ohnolog	ohnolog	clustered	bZIP	clust0077	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	True
ARID3C	dispersed_SSD	SSD	dispersed	ARID/BRIGHT		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
KDM5B	dispersed_SSD	SSD	dispersed	ARID/BRIGHT		1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	True
AHCTF1	dispersed_SSD	SSD	dispersed	AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
AHDC1	dispersed_SSD	SSD	dispersed	AT hook		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	True
AKNA	dispersed_SSD	SSD	dispersed	AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ASH1L	dispersed_SSD	SSD	dispersed	AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
DNTTIP1	dispersed_SSD	SSD	dispersed	AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
DOT1L	dispersed_SSD	SSD	dispersed	AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
GLYR1	dispersed_SSD	SSD	dispersed	AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
HMGA1	dispersed_SSD	SSD	dispersed	AT hook		2	5	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	15	9	True
HMGA2	dispersed_SSD	SSD	dispersed	AT hook		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PHF21A	dispersed_SSD	SSD	dispersed	AT hook		1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	True
PRR12	dispersed_SSD	SSD	dispersed	AT hook		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	True
SETBP1	dispersed_SSD	SSD	dispersed	AT hook		3	0	0	2	0	1	1	1	0	0	0	0	2	0	2	0	2	4	3	3	4	3	0	2	33	14	True
C11orf95	dispersed_SSD	SSD	dispersed	BED ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FAM200B	dispersed_SSD	SSD	dispersed	BED ZF		2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	True
ZBED2	dispersed_SSD	SSD	dispersed	BED ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBED3	dispersed_SSD	SSD	dispersed	BED ZF		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	True
ZBED5	dispersed_SSD	SSD	dispersed	BED ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBED6	dispersed_SSD	SSD	dispersed	BED ZF		2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	True
ZBED9	dispersed_SSD	SSD	dispersed	BED ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
AEBP2	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ANKZF1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	4	3	True
ATMIN	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
BCL6	dispersed_SSD	SSD	dispersed	C2H2 ZF		3	0	3	0	1	0	3	2	3	0	1	2	0	0	1	2	0	0	1	1	2	0	0	0	25	13	True
BCL6B	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
CASZ1	dispersed_SSD	SSD	dispersed	C2H2 ZF		2	0	2	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	10	8	True
CCDC17	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
CHAMP1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
CPXCR1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
E4F1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
EEA1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
EGR4	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
FAM170A	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
GLI1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
GLI2	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
GLI3	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
GLIS2	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
GZF1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
HIC1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	True
HIC2	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
HINFP	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
IKZF5	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
JAZF1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
KAT7	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
KCMF1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
KIN	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
KLF15	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
KLF17	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
KLF2	dispersed_SSD	SSD	dispersed	C2H2 ZF		3	0	2	2	0	0	1	7	1	0	0	1	0	1	1	0	2	0	2	2	1	2	0	0	28	14	True
MAZ	dispersed_SSD	SSD	dispersed	C2H2 ZF		2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	True
MTF1	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	True
MYNN	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
MZF1	dispersed_SSD	SSD	dispersed	C2H2 ZF		2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	True
OVOL1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
OVOL2	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
OVOL3	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PEG3	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PLAG1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PLAGL1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PLAGL2	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	5	True
PRDM12	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PRDM13	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PRDM14	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PRDM15	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PRDM2	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PRDM5	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PRDM6	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
PRDM8	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	0	1	3	1	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	7	True
PRMT3	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
RBSN	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
REST	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
RLF	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
RREB1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SCRT1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SCRT2	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
SP5	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
TRAFD1	dispersed_SSD	SSD	dispersed	C2H2 ZF		3	3	3	1	0	2	1	1	1	0	7	7	7	4	6	8	5	4	5	3	2	6	0	4	83	21	True
VEZF1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
WT1	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	True
ZBTB11	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB12	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB14	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB16	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	1	0	0	0	7	0	0	0	0	0	1	1	0	0	0	4	0	0	0	1	0	15	6	True
ZBTB17	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	True
ZBTB18	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	6	4	True
ZBTB20	dispersed_SSD	SSD	dispersed	C2H2 ZF		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	0	0	11	8	True
ZBTB21	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB22	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	True
ZBTB3	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB32	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	8	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	True
ZBTB33	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB37	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB38	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	True
ZBTB39	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB4	dispersed_SSD	SSD	dispersed	C2H2 ZF		2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	True
ZBTB40	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB41	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB42	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB45	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	True
ZBTB47	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB48	dispersed_SSD	SSD	dispersed	C2H2 ZF		2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	True
ZBTB7A	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB7B	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	True
ZBTB7C	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZBTB9	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZFAT	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZFP62	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZFP91	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
ZFX	dispersed_SSD	SSD	dispersed	C2H2 ZF		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False
