gene	disease	n_assoc	n_snps	n_studies	max_mlog	min_p	is_MHC	is_protein_coding
PRDM16	asthma	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
LINC01320	asthma	1	1	1	10.30102999566398	5.0000000000000196e-11	False	False
FBLN2	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
DPP6	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
SNTB1-AS1	asthma	1	1	1	8.0	1e-08	False	False
RPL35AP19	asthma	1	1	1	8.0	1e-08	False	False
TNFRSF10D	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
KRT18P14	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
LDLRAD3	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
TMEM272	asthma	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
ZSCAN31	asthma	1	1	1	8.0	1e-08	False	True
RPS17P1	asthma	1	1	1	8.397940008672037	4.000000000000001e-09	False	False
LINC02829	asthma	1	1	1	8.397940008672037	4.000000000000001e-09	False	False
RING1	asthma	1	1	1	10.0	1e-10	False	True
IP6K3	asthma	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
LGSN	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
NIBAN2	asthma	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
PCNT	asthma	1	1	1	8.0	1e-08	False	True
OSTF1	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
COX10-DT	asthma	1	1	1	8.698970004336019	2e-09	False	False
ANKRD11	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
SNHG14	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
EXOC2	asthma	1	1	1	8.698970004336019	2e-09	False	True
BTN3A2	asthma	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
LTBP3	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
ZNRD2-DT	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
AFF3	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
RUVBL1	asthma	1	1	1	8.0	1e-08	False	True
RASSF6	asthma	1	1	1	10.0	1e-10	False	True
INKILN	asthma	1	1	1	10.0	1e-10	False	False
RNU6-61P	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
HNRNPA1P31	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
TM9SF2	asthma	1	1	1	16.221848749616356	6.000000000000003e-17	False	True
LTK	asthma	1	1	1	9.0	1e-09	False	True
CTCF	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
RPAP2	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
NSL1	asthma	1	1	1	8.0	1e-08	False	True
CNNM2	asthma	1	1	1	8.698970004336019	2e-09	False	True
TTC28	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
UBAP2L	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
REEP3	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
FMNL2	asthma	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
ARL2BPP4	asthma	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
HINT1	asthma	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
LTBR	asthma	1	1	1	8.698970004336019	2e-09	False	True
RPL31P10	asthma	1	1	1	8.698970004336019	2e-09	False	False
CYLD-AS1	asthma	1	1	1	9.0	1e-09	False	False
NFATC3	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
NFIC	asthma	1	1	1	9.096910013008056	8.000000000000003e-10	False	True
RSPH6A	asthma	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
RNU1-61P	asthma	1	1	1	31.096910013008056	8.000000000000004e-32	False	False
HSP90AB7P	asthma	1	1	1	12.221848749616356	6.000000000000003e-13	False	False
SUGCT	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
TSPAN14	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
XRCC6	asthma	1	1	1	8.154901959985743	7.0000000000000015e-09	False	True
LINC02949	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RN7SL178P	asthma	1	1	1	8.0	1e-08	False	False
CLDN23	asthma	1	1	1	8.0	1e-08	False	True
PPP1R3B-DT	asthma	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
TNKS	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
FAM167A	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
FAM167A-AS1	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
LINC00208	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
GATA4	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
EFTUD2	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
PTEN	asthma	1	1	1	8.698970004336019	2e-09	False	True
MED6P1	asthma	1	1	1	8.698970004336019	2e-09	False	False
CYBRD1	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
RPL21P38	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RN7SL97P	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
SS18	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
ZNF33B	asthma	1	1	1	8.698970004336019	2e-09	False	True
RPL23AP22	asthma	1	1	1	11.69897000433602	1.9999999999999923e-12	False	False
EEF1A1P14	asthma	1	1	1	11.69897000433602	1.9999999999999923e-12	False	False
TBX6	asthma	1	1	1	9.0	1e-09	False	True
RPL35AP33	asthma	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
ZFP90	asthma	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
ARHGEF28	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
ZNF318	asthma	1	1	1	9.397940008672036	4.000000000000017e-10	False	True
PLCE1	asthma	1	1	1	8.698970004336019	2e-09	False	True
BORCS5	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
RBBP8-AS1	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RPL23AP54	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
RN7SKP159	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
FAM117B	asthma	1	1	1	8.0	1e-08	False	True
EPHB1	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
SDHBP1	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
SPATA16	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
NLGN1	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
CNTNAP2	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
PHF2	asthma	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
PCDH8P1	asthma	1	1	1	10.096910013008056	8.000000000000003e-11	False	False
UNC79	asthma	1	1	1	9.522878745280336	3.0000000000000134e-10	False	True
RPS27AP16	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
SGO1-AS1	asthma	1	1	1	9.397940008672036	4.000000000000017e-10	False	False
ANO10	asthma	1	1	1	8.154901959985743	7.0000000000000015e-09	False	True
SNRK	asthma	1	1	1	8.154901959985743	7.0000000000000015e-09	False	True
RNU6-793P	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RPL6P17	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
ORC3	asthma	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
SDK1	asthma	1	1	1	8.0	1e-08	False	True
MAPKAP1	asthma	1	1	1	10.0	1e-10	False	True
PBX3-DT	asthma	1	1	1	10.0	1e-10	False	False
CEP170B	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
FLJ40194	asthma	1	1	1	9.522878745280336	3.0000000000000134e-10	False	False
CA10	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
LINC01982	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
LINC01478	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
TUBGCP6	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
TPM3	asthma	1	1	1	8.0	1e-08	False	True
LINC01122	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RNU6-508P	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RNU6-1091P	asthma	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
LINC03062	asthma	1	1	1	9.69897000433602	1.999999999999992e-10	False	False
PLA2G6	asthma	1	1	1	9.69897000433602	1.999999999999992e-10	False	True
NSD1	asthma	1	1	1	10.0	1e-10	False	True
RNU6-2	asthma	1	1	1	10.221848749616356	6.000000000000003e-11	False	False
CNN2	asthma	1	1	1	10.221848749616356	6.000000000000003e-11	False	True
SMAD2	asthma	1	1	1	11.0	1e-11	False	True
ZBTB7C	asthma	1	1	1	11.0	1e-11	False	True
MTRFR	asthma	1	1	1	11.221848749616356	6.000000000000003e-12	False	True
MPHOSPH9	asthma	1	1	1	11.221848749616356	6.000000000000003e-12	False	True
CAMK2G	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
XRN1	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
NAA38	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
EHMT1	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
CD70	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
H6PD	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
ZNF366	asthma	1	1	1	8.0	1e-08	False	True
TNPO1-DT	asthma	1	1	1	8.0	1e-08	False	False
GALT	asthma	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
RNU6-376P	asthma	1	1	1	8.698970004336019	2e-09	False	False
DDX6	asthma	1	1	1	8.698970004336019	2e-09	False	True
POLG2	asthma	1	1	1	9.0	1e-09	False	True
MILR1	asthma	1	1	1	9.0	1e-09	False	True
DELEC1	asthma	1	1	1	9.522878745280336	3.0000000000000134e-10	False	False
NCAPH	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
NEURL3	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
LINC01565	asthma	1	1	1	17.69897000433602	2e-18	False	False
RPN1	asthma	1	1	1	17.69897000433602	2e-18	False	True
KLF3-AS1	asthma	1	1	1	9.0	1e-09	False	False
RNF39	asthma	1	1	1	8.698970004336019	2e-09	False	True
TRIM31-AS1	asthma	1	1	1	8.698970004336019	2e-09	False	False
PSORS1C2	asthma	1	1	1	19.0	1e-19	False	True
AGER	asthma	1	1	1	15.0	1e-15	True	True
DNAH5	asthma	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
TRIO	asthma	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
LEMD1-AS1	asthma	1	1	1	11.096910013008056	8.000000000000003e-12	False	False
RNU6-474P	asthma	1	1	1	9.221848749616356	6.000000000000003e-10	False	False
CTLA4	asthma	1	1	1	9.221848749616356	6.000000000000003e-10	False	True
PPIAP16	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
FLNB	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
CEP97	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
PHF3	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
PCLO	asthma	1	1	1	8.0	1e-08	False	True
LINC02950	asthma	1	1	1	9.0	1e-09	False	False
OR7E161P	asthma	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
DEFB136	asthma	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
NCALD	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
BRINP1	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
LINC01613	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
MAX	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
KCTD13-DT	asthma	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
TMEM219	asthma	1	1	1	8.096910013008056	8.000000000000004e-09	False	True
STX1B	asthma	1	1	1	10.045757490560677	8.99999999999997e-11	False	True
NPAP1L	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
CD226	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
ABCA7	asthma	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
AKAP13	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
SLC43A2	asthma	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
UNK	asthma	1	1	1	9.221848749616356	6.000000000000003e-10	False	True
SYMPK	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
POFUT1	asthma	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
KIF3B	asthma	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
ARFRP1	asthma	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
GRAMD4	asthma	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
RILPL2	asthma	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
MYOG	asthma	1	1	1	9.154901959985745	6.999999999999973e-10	False	True
ATP2B2	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
LINC01091	asthma	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
DNHD1	asthma	1	1	1	11.0	1e-11	False	True
PELI2	asthma	1	1	1	10.69897000433602	1.999999999999992e-11	False	True
ACOXL-AS1	asthma	1	1	1	13.096910013008056	8.000000000000004e-14	False	False
HLA-F-AS1	rheumatoid_arthritis	412	412	4	36.0	1e-36	True	False
HLA-V	rheumatoid_arthritis	200	100	1	36.0	1e-36	True	False
MTCO3P1	rheumatoid_arthritis	163	156	13	308.1549019599857	7.000000000000804e-309	False	False
HLA-DQB1	rheumatoid_arthritis	147	145	12	308.1549019599857	7.000000000000804e-309	True	True
TSBP1-AS1	rheumatoid_arthritis	96	92	9	300.0	1e-300	False	False
POLR1HASP	rheumatoid_arthritis	54	54	3	40.22184874961636	5.999999999999905e-41	False	False
HLA-DRB9	rheumatoid_arthritis	53	44	15	300.0	1e-300	True	False
HLA-DQA1	rheumatoid_arthritis	51	43	25	566.301029995664	0.0	True	True
HLA-DPA1	rheumatoid_arthritis	50	47	6	88.09691001300806	8.000000000000003e-89	True	True
HLA-G	rheumatoid_arthritis	50	50	1	25.69897000433602	2.0000000000000004e-26	True	True
HLA-DRB1	rheumatoid_arthritis	38	30	23	566.301029995664	0.0	True	True
CCR6	rheumatoid_arthritis	36	13	25	46.39794000867204	4.000000000000001e-47	False	True
STAT4	rheumatoid_arthritis	36	15	24	41.52287874528034	3.000000000000001e-42	False	True
AP4B1-AS1	rheumatoid_arthritis	34	7	29	173.30102999566398	4.999999999999999e-174	False	False
PTPN22	rheumatoid_arthritis	32	5	29	173.30102999566398	4.999999999999999e-174	False	True
HCG27	rheumatoid_arthritis	32	32	4	70.22184874961636	6.000000000000003e-71	False	False
ANKRD55	rheumatoid_arthritis	30	4	29	43.69897000433602	2.0000000000000002e-44	False	True
HLA-DOA	rheumatoid_arthritis	30	26	6	88.09691001300806	8.000000000000003e-89	True	True
HLA-DRB5	rheumatoid_arthritis	29	27	8	300.0	1e-300	True	True
HLA-B	rheumatoid_arthritis	29	26	9	70.0	1e-70	True	True
TYK2	rheumatoid_arthritis	24	5	20	32.045757490560675	9.000000000000007e-33	False	True
HLA-DRA	rheumatoid_arthritis	24	22	6	123.69897000433602	2.0000000000000003e-124	True	True
HLA-DQB3	rheumatoid_arthritis	23	18	7	300.0	1e-300	True	False
PADI4	rheumatoid_arthritis	23	8	17	32.39794000867204	4.000000000000001e-33	False	True
IRF5	rheumatoid_arthritis	23	9	20	26.0	1e-26	False	True
ARID5B	rheumatoid_arthritis	23	7	19	24.522878745280337	3.000000000000001e-25	False	True
LINC00824	rheumatoid_arthritis	23	19	8	12.0	1e-12	False	False
CTLA4	rheumatoid_arthritis	22	5	19	89.69897000433602	2.0000000000000004e-90	False	True
LINC02571	rheumatoid_arthritis	22	21	7	70.0	1e-70	False	False
MAGI3	rheumatoid_arthritis	22	22	4	78.69897000433602	2.0000000000000003e-79	False	True
LINC02357	rheumatoid_arthritis	21	10	17	24.30102999566398	5e-25	False	False
ICOS	rheumatoid_arthritis	20	4	17	89.69897000433602	2.0000000000000004e-90	False	True
PTPN2	rheumatoid_arthritis	20	10	14	17.522878745280337	3.000000000000001e-18	False	True
LINC03004	rheumatoid_arthritis	19	6	18	33.15490195998574	7.000000000000001e-34	False	False
DRAIC	rheumatoid_arthritis	19	7	13	23.522878745280337	3.000000000000001e-24	False	False
BTNL2	rheumatoid_arthritis	19	18	3	74.09691001300806	8.000000000000004e-75	False	True
Y_RNA	rheumatoid_arthritis	18	10	13	17.0	1e-17	False	False
LINC02132	rheumatoid_arthritis	18	6	15	19.0	1e-19	False	False
LINC01082	rheumatoid_arthritis	18	6	15	19.0	1e-19	False	False
NOTCH4	rheumatoid_arthritis	18	17	6	229.301029995664	4.999999999999672e-230	True	True
HLA-F	rheumatoid_arthritis	18	18	3	26.39794000867204	3.9999999999999686e-27	True	True
HLA-P	rheumatoid_arthritis	18	18	1	18.0	1e-18	True	False
IL2RA	rheumatoid_arthritis	17	4	15	19.22184874961636	5.999999999999954e-20	False	True
CD40	rheumatoid_arthritis	17	4	14	20.39794000867204	3.999999999999968e-21	False	True
RASGRP1	rheumatoid_arthritis	17	4	15	23.30102999566398	4.999999999999999e-24	False	True
LINC02865	rheumatoid_arthritis	17	8	11	31.39794000867204	3.9999999999999685e-32	False	False
SPRED2	rheumatoid_arthritis	16	7	13	18.096910013008056	8.000000000000004e-19	False	True
BLK	rheumatoid_arthritis	16	5	16	23.0	1e-23	False	True
HLA-DOB	rheumatoid_arthritis	16	16	6	304.30102999566395	5.000000000000327e-305	True	True
HCP5	rheumatoid_arthritis	16	14	6	35.0	1e-35	False	False
MICE	rheumatoid_arthritis	16	16	1	26.22184874961636	5.999999999999954e-27	False	True
AFF3	rheumatoid_arthritis	15	7	14	25.30102999566398	4.999999999999999e-26	False	True
TAGAP	rheumatoid_arthritis	15	5	13	14.221848749616356	6.000000000000003e-15	False	True
TAGAP-AS1	rheumatoid_arthritis	15	5	13	14.221848749616356	6.000000000000003e-15	False	False
CCL21	rheumatoid_arthritis	15	3	13	18.522878745280337	3.0000000000000014e-19	False	True
SPATA31F1	rheumatoid_arthritis	15	3	13	15.221848749616356	6.000000000000003e-16	False	True
COG6	rheumatoid_arthritis	15	7	13	21.045757490560675	9.000000000000007e-22	False	True
FAM167A	rheumatoid_arthritis	15	4	15	23.0	1e-23	False	True
NFKBIE	rheumatoid_arthritis	15	4	11	25.22184874961636	5.999999999999954e-26	False	True
TNFAIP3	rheumatoid_arthritis	15	6	11	31.39794000867204	3.9999999999999685e-32	False	True
SYNGR1	rheumatoid_arthritis	15	4	13	20.0	1e-20	False	True
RSBN1	rheumatoid_arthritis	15	4	14	160.39794000867204	4.000000000000001e-161	False	True
TAP2	rheumatoid_arthritis	15	14	6	237.0	1e-237	False	True
RUNX1	rheumatoid_arthritis	14	4	12	12.0	1e-12	False	True
MACIR	rheumatoid_arthritis	14	6	11	11.69897000433602	1.9999999999999923e-12	False	True
HCG4	rheumatoid_arthritis	14	14	1	11.0	1e-11	False	False
UBASH3A	rheumatoid_arthritis	13	6	10	12.69897000433602	1.999999999999992e-13	False	True
TMEM151B	rheumatoid_arthritis	13	4	9	25.22184874961636	5.999999999999954e-26	False	True
PHTF1	rheumatoid_arthritis	13	2	13	160.39794000867204	4.000000000000001e-161	False	True
HLA-C	rheumatoid_arthritis	13	13	4	70.22184874961636	6.000000000000003e-71	True	True
PHF19	rheumatoid_arthritis	12	5	10	12.221848749616356	6.000000000000003e-13	False	True
GATA3	rheumatoid_arthritis	12	6	10	11.30102999566398	5.00000000000002e-12	False	True
TNFSF4	rheumatoid_arthritis	12	5	9	12.154901959985745	6.999999999999973e-13	False	True
LBH	rheumatoid_arthritis	12	5	11	12.522878745280336	3.0000000000000135e-13	False	True
LINC01149	rheumatoid_arthritis	12	12	5	35.0	1e-35	False	False
ETS1	rheumatoid_arthritis	11	6	9	11.0	1e-11	False	True
H3P5	rheumatoid_arthritis	11	4	10	12.522878745280336	3.0000000000000135e-13	False	False
ATXN2	rheumatoid_arthritis	11	5	10	142.0	1e-142	False	True
TNXB	rheumatoid_arthritis	11	9	6	216.698970004336	2.000000000000131e-217	False	True
REL	rheumatoid_arthritis	10	4	7	15.397940008672036	4.0000000000000177e-16	False	True
PLCL2	rheumatoid_arthritis	10	4	8	16.0	1e-16	False	True
ATG5	rheumatoid_arthritis	10	4	9	14.154901959985745	6.9999999999999725e-15	False	True
TSBP1	rheumatoid_arthritis	10	10	3	300.0	1e-300	False	True
MMEL1	rheumatoid_arthritis	9	6	8	13.397940008672036	4.0000000000000177e-14	False	True
DDX6	rheumatoid_arthritis	9	4	9	13.397940008672036	4.0000000000000177e-14	False	True
LINC02786	rheumatoid_arthritis	9	4	8	13.397940008672036	4.0000000000000177e-14	False	False
LINC01343	rheumatoid_arthritis	9	4	8	13.397940008672036	4.0000000000000177e-14	False	False
GSDMB	rheumatoid_arthritis	9	6	9	12.154901959985745	6.999999999999973e-13	False	True
UBE2L3	rheumatoid_arthritis	9	5	9	12.0	1e-12	False	True
RBPJ	rheumatoid_arthritis	9	4	8	21.69897000433602	2.0000000000000003e-22	False	True
FLI1	rheumatoid_arthritis	9	4	9	11.0	1e-11	False	True
RAD51B	rheumatoid_arthritis	9	5	9	13.154901959985745	6.999999999999973e-14	False	True
REL-DT	rheumatoid_arthritis	9	6	9	16.522878745280337	3.000000000000001e-17	False	False
EOMES	rheumatoid_arthritis	9	3	8	10.397940008672036	4.000000000000017e-11	False	True
LINC01980	rheumatoid_arthritis	9	3	8	10.397940008672036	4.000000000000017e-11	False	False
MICA	rheumatoid_arthritis	9	9	3	35.22184874961636	5.999999999999905e-36	True	True
HLA-DQB2	rheumatoid_arthritis	9	9	3	266.5228787452804	2.999999999999412e-267	True	True
COL11A2	rheumatoid_arthritis	9	8	5	132.30102999566398	4.999999999999999e-133	False	True
LINC02649	rheumatoid_arthritis	8	2	6	14.397940008672036	4.000000000000018e-15	False	False
KRT18P39	rheumatoid_arthritis	8	3	6	18.22184874961636	5.999999999999954e-19	False	False
TNFRSF14-AS1	rheumatoid_arthritis	8	1	8	23.69897000433602	2.0000000000000002e-24	False	False
SH2B3	rheumatoid_arthritis	8	2	8	142.0	1e-142	False	True
LINC02341	rheumatoid_arthritis	8	7	4	11.0	1e-11	False	False
MICB	rheumatoid_arthritis	8	5	6	95.69897000433602	2.0000000000000002e-96	True	True
LINC02694	rheumatoid_arthritis	8	8	1	18.69897000433602	2.0000000000000002e-19	False	False
ZPBP2	rheumatoid_arthritis	7	5	6	12.522878745280336	3.0000000000000135e-13	False	True
IL12RB2	rheumatoid_arthritis	7	6	5	10.221848749616356	6.000000000000003e-11	False	True
CXCR5	rheumatoid_arthritis	7	2	5	17.0	1e-17	False	True
CD28	rheumatoid_arthritis	7	2	5	18.22184874961636	5.999999999999954e-19	False	True
COX7CP3	rheumatoid_arthritis	7	4	7	13.397940008672036	4.0000000000000177e-14	False	False
CEP170B	rheumatoid_arthritis	7	4	7	18.69897000433602	2.0000000000000002e-19	False	True
PLD4	rheumatoid_arthritis	7	4	7	18.69897000433602	2.0000000000000002e-19	False	True
LINC02664	rheumatoid_arthritis	7	4	7	13.096910013008056	8.000000000000004e-14	False	False
IFNGR2	rheumatoid_arthritis	7	5	7	8.698970004336019	2e-09	False	True
FADS2	rheumatoid_arthritis	7	7	2	10.397940008672036	4.000000000000017e-11	False	True
FADS1	rheumatoid_arthritis	7	7	2	10.397940008672036	4.000000000000017e-11	False	True
PSORS1C1	rheumatoid_arthritis	7	7	5	69.0	1e-69	False	True
PSMB9	rheumatoid_arthritis	7	7	5	43.15490195998574	7.000000000000002e-44	False	True
MICC	rheumatoid_arthritis	7	7	2	29.22184874961636	5.999999999999954e-30	False	False
HCG4P8	rheumatoid_arthritis	7	7	1	25.22184874961636	5.999999999999954e-26	False	False
IL6R	rheumatoid_arthritis	6	4	5	10.0	1e-10	False	True
CDKN2AIPNLP3	rheumatoid_arthritis	6	2	4	11.69897000433602	1.9999999999999923e-12	False	False
LNCRNA-IUR	rheumatoid_arthritis	6	1	5	11.0	1e-11	False	False
FAM76B	rheumatoid_arthritis	6	1	5	11.0	1e-11	False	True
RNF182	rheumatoid_arthritis	6	2	6	11.0	1e-11	False	True
CD83	rheumatoid_arthritis	6	2	6	11.0	1e-11	False	True
AIRE	rheumatoid_arthritis	6	3	6	10.397940008672036	4.000000000000017e-11	False	True
WDFY4	rheumatoid_arthritis	6	2	6	12.0	1e-12	False	True
CASP8	rheumatoid_arthritis	6	2	5	10.0	1e-10	False	True
RN7SL563P	rheumatoid_arthritis	6	2	5	9.045757490560677	8.99999999999997e-10	False	False
GRHL2-DT	rheumatoid_arthritis	6	2	5	9.045757490560677	8.99999999999997e-10	False	False
C2	rheumatoid_arthritis	6	6	5	89.52287874528034	3.000000000000001e-90	False	True
HLA-A	rheumatoid_arthritis	6	6	1	36.52287874528034	3.0000000000000012e-37	True	True
HLA-H	rheumatoid_arthritis	6	3	1	29.0	1e-29	True	True
RPL7AP7	rheumatoid_arthritis	6	6	1	18.30102999566398	4.999999999999999e-19	False	False
HLA-DQA2	rheumatoid_arthritis	6	4	3	136.39794000867204	4.000000000000001e-137	True	True
RPL32P23	rheumatoid_arthritis	5	3	5	10.69897000433602	1.999999999999992e-11	False	False
MTF1	rheumatoid_arthritis	5	1	3	11.522878745280336	3.0000000000000135e-12	False	True
LINC01104	rheumatoid_arthritis	5	2	3	17.69897000433602	2e-18	False	False
IRF4	rheumatoid_arthritis	5	3	5	11.0	1e-11	False	True
LINC02498	rheumatoid_arthritis	5	3	5	13.397940008672036	4.0000000000000177e-14	False	False
FCRL3	rheumatoid_arthritis	5	3	5	12.221848749616356	6.000000000000003e-13	False	True
YDJC	rheumatoid_arthritis	5	4	5	13.0	1e-13	False	True
BACH2	rheumatoid_arthritis	5	2	5	10.397940008672036	4.000000000000017e-11	False	True
CDK6	rheumatoid_arthritis	5	3	4	9.397940008672036	4.000000000000017e-10	False	True
TXNDC11	rheumatoid_arthritis	5	2	5	10.0	1e-10	False	True
MECP2	rheumatoid_arthritis	5	1	4	21.39794000867204	3.999999999999968e-22	False	True
GAPDHP64	rheumatoid_arthritis	5	2	5	14.397940008672036	4.000000000000018e-15	False	False
NEFHP1	rheumatoid_arthritis	5	2	5	14.397940008672036	4.000000000000018e-15	False	False
CD226	rheumatoid_arthritis	5	3	4	10.397940008672036	4.000000000000017e-11	False	True
TPD52	rheumatoid_arthritis	5	2	4	9.154901959985745	6.999999999999973e-10	False	True
TEC	rheumatoid_arthritis	5	1	5	10.69897000433602	1.999999999999992e-11	False	True
STAG1	rheumatoid_arthritis	5	2	5	9.045757490560677	8.99999999999997e-10	False	True
MICB-DT	rheumatoid_arthritis	5	4	5	25.0	1e-25	False	False
Metazoa_SRP	rheumatoid_arthritis	5	3	5	9.522878745280336	3.0000000000000134e-10	False	False
ZNF70P1	rheumatoid_arthritis	5	5	2	55.52287874528034	3.0000000000000013e-56	False	False
HTATSF1P1	rheumatoid_arthritis	5	5	1	55.52287874528034	3.0000000000000013e-56	False	False
IL23R	rheumatoid_arthritis	5	5	3	42.30102999566398	4.999999999999999e-43	False	True
