gene	disease	n_assoc	n_snps	n_studies	max_mlog	min_p	is_MHC	is_protein_coding
SPSB1	allergy	3	3	3	11.045757490560677	8.99999999999997e-12	False	True
SPRY4	allergy	3	1	3	10.221848749616356	6.000000000000003e-11	False	True
IL1RL2	allergy	3	2	2	17.397940008672037	4.000000000000001e-18	False	True
VWA7	allergy	3	2	3	9.69897000433602	1.999999999999992e-10	False	True
HLA-DOA	allergy	3	3	2	10.522878745280336	3.0000000000000136e-11	True	True
ERMP1	allergy	3	3	2	12.397940008672036	4.0000000000000173e-13	False	True
IL2RA-AS1	allergy	3	2	3	17.397940008672037	4.000000000000001e-18	False	False
LCE1C	allergy	3	2	2	162.39794000867204	4.000000000000001e-163	False	True
EHMT2-AS1	allergy	3	3	3	11.221848749616356	6.000000000000003e-12	False	False
NFKBIL1	allergy	3	3	3	13.0	1e-13	False	True
IL21-AS1	allergy	3	2	2	14.0	1e-14	False	False
MICB-DT	allergy	3	2	3	10.30102999566398	5.0000000000000196e-11	False	False
PSMD3	allergy	3	3	3	21.096910013008056	8.000000000000003e-22	False	True
TTC6	allergy	3	2	3	9.397940008672036	4.000000000000017e-10	False	True
COX7CP3	allergy	3	3	3	22.69897000433602	2.0000000000000002e-23	False	False
LINC02341	allergy	3	2	3	11.397940008672036	4.000000000000018e-12	False	False
MIR6891	allergy	3	1	3	19.0	1e-19	False	False
RGS14	allergy	3	3	3	17.397940008672037	4.000000000000001e-18	False	True
EHMT1	allergy	3	2	3	8.096910013008056	8.000000000000004e-09	False	True
MECOM	allergy	3	2	3	12.0	1e-12	False	True
POLI	allergy	3	2	3	10.0	1e-10	False	True
SPTLC1P4	allergy	3	1	3	46.69897000433602	2.0000000000000002e-47	False	False
LINC03066	allergy	3	2	3	8.045757490560675	9.000000000000006e-09	False	False
PON1	allergy	3	3	3	21.39794000867204	3.999999999999968e-22	False	True
NBPF17P	allergy	3	1	3	9.221848749616356	6.000000000000003e-10	False	False
MDM1	allergy	3	3	3	16.522878745280337	3.000000000000001e-17	False	True
HMSD	allergy	3	1	3	10.69897000433602	1.999999999999992e-11	False	True
ACTL9	allergy	3	2	3	25.0	1e-25	False	True
RBM17	allergy	3	3	3	106.30102999566398	4.999999999999999e-107	False	True
SATB1-AS1	allergy	3	3	3	9.397940008672036	4.000000000000017e-10	False	False
PPT2	allergy	3	3	3	12.69897000433602	1.999999999999992e-13	False	True
PRRC2A	allergy	3	2	3	11.0	1e-11	False	True
HLA-DRB5	allergy	3	3	2	10.397940008672036	4.000000000000017e-11	True	True
RPL36AP40	allergy	3	2	3	11.0	1e-11	False	False
AFF1	allergy	3	3	3	8.0	1e-08	False	True
CREB5	allergy	3	3	3	30.154901959985743	7.0000000000000015e-31	False	True
LINC02975	allergy	3	2	3	9.221848749616356	6.000000000000003e-10	False	False
LINC01503	allergy	3	2	3	9.221848749616356	6.000000000000003e-10	False	False
RNU1-141P	allergy	3	3	2	10.0	1e-10	False	False
BHLHE40	allergy	3	1	3	9.69897000433602	1.999999999999992e-10	False	True
ESR2	allergy	3	2	3	9.0	1e-09	False	True
DOK6	allergy	3	2	3	9.397940008672036	4.000000000000017e-10	False	True
ACTN1	allergy	3	2	3	8.698970004336019	2e-09	False	True
PXDN	allergy	3	3	3	8.698970004336019	2e-09	False	True
IL6	allergy	3	1	3	16.69897000433602	2e-17	False	True
TEX29	allergy	3	2	3	8.522878745280337	3.0000000000000012e-09	False	True
LINC02337	allergy	3	2	3	8.522878745280337	3.0000000000000012e-09	False	False
SH3GL2	allergy	3	1	3	9.522878745280336	3.0000000000000134e-10	False	True
ATP1B1	allergy	3	3	2	13.221848749616356	6.000000000000003e-14	False	True
NME7	allergy	3	3	2	13.221848749616356	6.000000000000003e-14	False	True
LINGO2	allergy	3	1	3	12.69897000433602	1.999999999999992e-13	False	True
ACTG1P23	allergy	3	2	3	9.30102999566398	5.00000000000002e-10	False	False
PPP1R3B-DT	allergy	3	3	3	12.69897000433602	1.999999999999992e-13	False	False
CACNA1A	allergy	3	2	3	9.221848749616356	6.000000000000003e-10	False	True
ATP6AP1L	allergy	3	2	3	13.221848749616356	6.000000000000003e-14	False	False
RPL5P16	allergy	3	2	3	13.221848749616356	6.000000000000003e-14	False	False
MMS22L	allergy	3	2	2	9.045757490560677	8.99999999999997e-10	False	True
MIR2113	allergy	3	2	2	9.045757490560677	8.99999999999997e-10	False	False
GGCTP3	allergy	3	2	3	9.096910013008056	8.000000000000003e-10	False	False
OGDH	allergy	3	2	3	8.397940008672037	4.000000000000001e-09	False	True
CNTNAP2	allergy	3	3	2	7.397940008672037	4.0000000000000093e-08	False	True
RNA5SP258	allergy	3	2	3	9.0	1e-09	False	False
TM4SF1-AS1	allergy	3	2	3	12.045757490560677	8.99999999999997e-13	False	False
DST	allergy	3	2	3	8.698970004336019	2e-09	False	True
MIR8084	allergy	3	3	3	9.0	1e-09	False	False
LINC02906	allergy	3	3	3	9.0	1e-09	False	False
EYA4	allergy	3	1	3	11.69897000433602	1.9999999999999923e-12	False	True
TARID	allergy	3	1	3	11.69897000433602	1.9999999999999923e-12	False	False
PTPRG	allergy	3	1	3	10.0	1e-10	False	True
OCA2	allergy	3	2	3	11.69897000433602	1.9999999999999923e-12	False	True
APLP2	allergy	3	3	3	9.522878745280336	3.0000000000000134e-10	False	True
RNU6-363P	allergy	3	1	3	10.397940008672036	4.000000000000017e-11	False	False
MSH2	allergy	3	2	3	11.30102999566398	5.00000000000002e-12	False	True
MSH6	allergy	3	2	3	11.30102999566398	5.00000000000002e-12	False	True
TRIM61	allergy	3	1	3	9.096910013008056	8.000000000000003e-10	False	True
RPL21P51	allergy	3	1	3	9.096910013008056	8.000000000000003e-10	False	False
LCORL	allergy	3	3	3	9.045757490560677	8.99999999999997e-10	False	True
LINC02438	allergy	3	3	2	9.045757490560677	8.99999999999997e-10	False	False
DHX34	allergy	3	1	3	14.522878745280336	3.0000000000000132e-15	False	True
MEIS3	allergy	3	1	3	14.522878745280336	3.0000000000000132e-15	False	True
MSRA	allergy	3	3	2	8.698970004336019	2e-09	False	True
ADRA1D	allergy	3	2	3	9.69897000433602	1.999999999999992e-10	False	True
RPL7AP12	allergy	3	2	3	9.69897000433602	1.999999999999992e-10	False	False
LINC01163	allergy	3	3	3	10.397940008672036	4.000000000000017e-11	False	False
ZFHX3	allergy	3	2	3	8.698970004336019	2e-09	False	True
MYO3B	allergy	3	2	2	9.0	1e-09	False	True
EMX2	allergy	3	3	3	8.698970004336019	2e-09	False	True
LINC02674	allergy	3	3	3	8.698970004336019	2e-09	False	False
RNU6-474P	allergy	3	2	3	9.522878745280336	3.0000000000000134e-10	False	False
CTLA4	allergy	3	2	3	9.522878745280336	3.0000000000000134e-10	False	True
BMAL1	allergy	3	3	3	8.154901959985743	7.0000000000000015e-09	False	True
LINC02195	allergy	3	3	3	7.698970004336019	2.0000000000000004e-08	False	False
C16orf82	allergy	3	3	3	8.522878745280337	3.0000000000000012e-09	False	True
AIDAP3	allergy	3	3	3	7.698970004336019	2.0000000000000004e-08	False	False
SPATA6L	allergy	3	1	3	8.397940008672037	4.000000000000001e-09	False	True
LINC01645	allergy	3	3	3	8.698970004336019	2e-09	False	False
LINC02563	allergy	3	3	2	16.397940008672037	4.000000000000001e-17	False	False
CMTM8	allergy	3	3	3	8.698970004336019	2e-09	False	True
LINC02409	allergy	3	2	3	7.698970004336019	2.0000000000000004e-08	False	False
PTMAP5	allergy	3	1	3	9.522878745280336	3.0000000000000134e-10	False	False
GYG1P2	allergy	3	1	3	9.522878745280336	3.0000000000000134e-10	False	False
BCAS2P3	allergy	3	1	3	7.698970004336019	2.0000000000000004e-08	False	False
RBM26	allergy	3	1	3	7.698970004336019	2.0000000000000004e-08	False	True
LINC02309	allergy	3	1	3	8.0	1e-08	False	False
LINC01148	allergy	3	1	3	8.0	1e-08	False	False
DSEL-AS1	allergy	3	3	3	8.0	1e-08	False	False
ADAMTS14	allergy	3	1	3	9.69897000433602	1.999999999999992e-10	False	True
TBATA	allergy	3	1	3	9.69897000433602	1.999999999999992e-10	False	True
TARS2P1	allergy	3	3	3	9.522878745280336	3.0000000000000134e-10	False	False
CARS1P2	allergy	3	3	2	8.397940008672037	4.000000000000001e-09	False	False
MED6P1	allergy	3	3	3	9.397940008672036	4.000000000000017e-10	False	False
RNLS	allergy	3	3	3	9.397940008672036	4.000000000000017e-10	False	True
SNORA72	allergy	3	3	3	10.522878745280336	3.0000000000000136e-11	False	False
EFR3A	allergy	3	3	3	10.522878745280336	3.0000000000000136e-11	False	True
CAVIN4	allergy	3	1	3	9.154901959985745	6.999999999999973e-10	False	True
ACTG1P19	allergy	3	1	3	9.154901959985745	6.999999999999973e-10	False	False
CADM2	allergy	3	3	2	8.698970004336019	2e-09	False	True
DPPA3P11	allergy	3	2	3	9.0	1e-09	False	False
LINC00540	allergy	3	2	3	13.0	1e-13	False	False
PRR5-ARHGAP8	allergy	3	1	3	18.096910013008056	8.000000000000004e-19	False	False
ARHGAP8	allergy	3	1	3	18.096910013008056	8.000000000000004e-19	False	True
NME8	allergy	3	2	3	9.0	1e-09	False	True
ADAMTS17	allergy	3	3	3	9.096910013008056	8.000000000000003e-10	False	True
MIR4462	allergy	3	3	3	8.0	1e-08	False	False
MDGA1	allergy	3	3	3	8.0	1e-08	False	True
CSMD1	allergy	3	3	3	9.397940008672036	4.000000000000017e-10	False	True
PTPRD	allergy	3	3	3	8.045757490560675	9.000000000000006e-09	False	True
RNU6-1060P	allergy	3	3	3	8.698970004336019	2e-09	False	False
SPTLC1P2	allergy	3	3	3	8.698970004336019	2e-09	False	False
HNRNPKP3	allergy	3	3	3	8.0	1e-08	False	False
MMP12	allergy	3	3	3	27.0	1e-27	False	True
AGO2	allergy	3	3	3	24.154901959985743	7.000000000000001e-25	False	True
AQP7	allergy	3	2	3	17.30102999566398	4.9999999999999996e-18	False	True
AQP3	allergy	3	2	3	17.30102999566398	4.9999999999999996e-18	False	True
YTHDC2	allergy	3	2	2	9.69897000433602	1.999999999999992e-10	False	True
KCNN2	allergy	3	2	2	9.69897000433602	1.999999999999992e-10	False	True
RADIL	allergy	3	3	3	9.69897000433602	1.999999999999992e-10	False	True
RYR3-DT	allergy	3	2	3	10.397940008672036	4.000000000000017e-11	False	False
DNAJC8P3	allergy	3	2	3	11.30102999566398	5.00000000000002e-12	False	False
MIR4472-1	allergy	3	2	3	11.30102999566398	5.00000000000002e-12	False	False
NAV2	allergy	3	3	2	7.698970004336019	2.0000000000000004e-08	False	True
ZMIZ1-AS1	allergy	3	2	3	11.096910013008056	8.000000000000003e-12	False	False
ATXN1	allergy	3	2	3	10.69897000433602	1.999999999999992e-11	False	True
CELF2-DT	allergy	3	2	3	8.698970004336019	2e-09	False	False
BCKDHB	allergy	3	3	3	10.397940008672036	4.000000000000017e-11	False	True
LINC02917	allergy	3	1	3	8.698970004336019	2e-09	False	False
PLD5	allergy	3	2	3	11.69897000433602	1.9999999999999923e-12	False	True
AOPEP	allergy	3	3	1	10.69897000433602	1.999999999999992e-11	False	True
STK31	allergy	3	3	3	10.69897000433602	1.999999999999992e-11	False	True
RNA5SP228	allergy	3	3	3	10.69897000433602	1.999999999999992e-11	False	False
ERVH-3	allergy	3	3	3	8.522878745280337	3.0000000000000012e-09	False	False
CACYBPP2	allergy	3	2	3	9.096910013008056	8.000000000000003e-10	False	False
ICAM2	allergy	3	3	1	14.69897000433602	1.9999999999999923e-15	False	True
CEP95	allergy	3	3	1	84.69897000433602	2.0000000000000002e-85	False	True
RPL31P57	allergy	3	3	1	68.04575749056067	9.000000000000006e-69	False	False
TMEM117	allergy	3	2	3	10.096910013008056	8.000000000000003e-11	False	True
NPS	allergy	3	2	3	10.69897000433602	1.999999999999992e-11	False	True
IGF1R	allergy	3	2	3	8.698970004336019	2e-09	False	True
RNU6-745P	allergy	3	3	3	10.154901959985745	6.999999999999973e-11	False	False
LINC02205	allergy	3	3	3	10.154901959985745	6.999999999999973e-11	False	False
HISLA	allergy	3	1	3	9.0	1e-09	False	False
SNAP25-AS1	allergy	3	2	3	8.0	1e-08	False	False
TBC1D5	allergy	3	3	3	18.69897000433602	2.0000000000000002e-19	False	True
IGHV1-58	allergy	3	3	1	7.397940008672037	4.0000000000000093e-08	False	False
MTND5P15	allergy	2	2	2	7.397940008672037	4.0000000000000093e-08	False	False
LCE1E	allergy	2	2	2	16.69897000433602	2e-17	False	True
LINC00486	allergy	2	2	2	7.522878745280337	3.000000000000001e-08	False	False
CDKN2B-AS1	allergy	2	2	2	8.0	1e-08	False	False
DMRTA1	allergy	2	2	2	8.0	1e-08	False	True
MRPS21	allergy	2	1	2	9.0	1e-09	False	True
IL15RA	allergy	2	2	2	12.522878745280336	3.0000000000000135e-13	False	True
SDR42E1P5	allergy	2	1	2	39.15490195998574	7.000000000000001e-40	False	False
EXD1	allergy	2	1	2	9.522878745280336	3.0000000000000134e-10	False	True
IKZF4	allergy	2	1	2	19.0	1e-19	False	True
UHRF2	allergy	2	2	2	22.69897000433602	2.0000000000000002e-23	False	True
STARD6	allergy	2	1	2	9.522878745280336	3.0000000000000134e-10	False	True
OTULIN	allergy	2	1	2	9.522878745280336	3.0000000000000134e-10	False	True
TCHHL1	allergy	2	1	2	24.096910013008056	8.000000000000003e-25	False	True
TCHH	allergy	2	1	2	24.096910013008056	8.000000000000003e-25	False	True
DELEC1	allergy	2	2	2	8.0	1e-08	False	False
HLA-DPB1	allergy	2	2	2	11.69897000433602	1.9999999999999923e-12	True	True
ETV7-AS1	allergy	2	1	2	7.698970004336019	2.0000000000000004e-08	False	False
ZDHHC12	allergy	2	1	2	15.096910013008056	8.000000000000003e-16	False	True
NOS3	allergy	2	1	2	13.397940008672036	4.0000000000000177e-14	False	True
MIR4471	allergy	2	1	2	9.0	1e-09	False	False
ANKRD46	allergy	2	1	2	9.0	1e-09	False	True
CD6	allergy	2	1	2	9.69897000433602	1.999999999999992e-10	False	True
LINC02954	allergy	2	1	2	9.69897000433602	1.999999999999992e-10	False	False
NEK6	allergy	2	2	2	10.0	1e-10	False	True
ASCL2	allergy	2	2	2	8.0	1e-08	False	True
CDC23	allergy	2	1	2	8.221848749616356	6.000000000000003e-09	False	True
GFRA3	allergy	2	1	2	8.221848749616356	6.000000000000003e-09	False	True
COL15A1	allergy	2	2	2	9.30102999566398	5.00000000000002e-10	False	True
MTND4LP25	allergy	2	2	2	10.522878745280336	3.0000000000000136e-11	False	False
CBLN1	allergy	2	2	2	10.522878745280336	3.0000000000000136e-11	False	True
VDAC1	allergy	2	1	2	15.522878745280336	3.0000000000000132e-16	False	True
TCF7	allergy	2	1	2	15.522878745280336	3.0000000000000132e-16	False	True
PRDM16	allergy	2	2	2	8.096910013008056	8.000000000000004e-09	False	True
CD200R1P1	allergy	2	2	2	10.397940008672036	4.000000000000017e-11	False	False
CCR12P	allergy	2	2	2	8.221848749616356	6.000000000000003e-09	False	False
LNCARGI	allergy	2	2	2	10.397940008672036	4.000000000000017e-11	False	False
PITPNM2	allergy	2	1	2	9.221848749616356	6.000000000000003e-10	False	True
BNC2	allergy	2	2	2	9.30102999566398	5.00000000000002e-10	False	True
PPCDC	allergy	2	2	2	10.69897000433602	1.999999999999992e-11	False	True
ADAM19	allergy	2	2	2	9.096910013008056	8.000000000000003e-10	False	True
IKZF3	allergy	2	1	2	10.0	1e-10	False	True
MED1	allergy	2	1	2	11.397940008672036	4.000000000000018e-12	False	True
CDK12	allergy	2	1	2	16.0	1e-16	False	True
NEUROD2	allergy	2	1	2	16.0	1e-16	False	True
GATA3	allergy	2	2	2	8.522878745280337	3.0000000000000012e-09	False	True
TBL1XR1	allergy	2	2	2	11.0	1e-11	False	True
ATG5	allergy	2	2	2	10.397940008672036	4.000000000000017e-11	False	True
HLA-DPB2	allergy	2	2	2	11.0	1e-11	True	False
RN7SL335P	allergy	2	2	2	18.096910013008056	8.000000000000004e-19	False	False
TAP2	allergy	2	2	1	7.698970004336019	2.0000000000000004e-08	False	True
LTA	allergy	2	2	2	10.522878745280336	3.0000000000000136e-11	False	True
SPATA32	allergy	2	2	2	16.69897000433602	2e-17	False	True
MAP3K14-AS1	allergy	2	2	2	16.69897000433602	2e-17	False	False
LRP1	allergy	2	2	2	15.0	1e-15	False	True
RPL12P33	allergy	2	2	2	14.69897000433602	1.9999999999999923e-15	False	False
HNF1A-AS1	allergy	2	2	2	14.69897000433602	1.9999999999999923e-15	False	False
UBAC2	allergy	2	2	2	11.096910013008056	8.000000000000003e-12	False	True
CDK2AP1	allergy	2	1	2	23.522878745280337	3.000000000000001e-24	False	True
FOSL2-AS1	allergy	2	2	2	12.154901959985745	6.999999999999973e-13	False	False
AQP5-AS1	allergy	2	1	2	11.0	1e-11	False	False
AQP2	allergy	2	1	2	11.0	1e-11	False	True
DDX6	allergy	2	2	2	14.69897000433602	1.9999999999999923e-15	False	True
DIAPH1	allergy	2	2	2	10.221848749616356	6.000000000000003e-11	False	True
TNFAIP3	allergy	2	2	2	10.397940008672036	4.000000000000017e-11	False	True
JDP2	allergy	2	2	2	8.397940008672037	4.000000000000001e-09	False	True
BATF	allergy	2	2	2	8.397940008672037	4.000000000000001e-09	False	True
RMI2	allergy	2	2	2	8.698970004336019	2e-09	False	True
LINC01996	allergy	2	1	2	12.221848749616356	6.000000000000003e-13	False	False
RNU6-955P	allergy	2	1	2	12.221848749616356	6.000000000000003e-13	False	False
STAT5B	allergy	2	2	2	9.0	1e-09	False	True
ZMYM4	allergy	2	1	2	9.69897000433602	1.999999999999992e-10	False	True
ANAPC1	allergy	2	2	2	9.69897000433602	1.999999999999992e-10	False	True
KYNU	allergy	2	2	2	8.698970004336019	2e-09	False	True
ARB2BP	allergy	2	2	2	8.096910013008056	8.000000000000004e-09	False	False
TRMT10C	allergy	2	2	2	8.096910013008056	8.000000000000004e-09	False	True
KYAT1	allergy	2	1	1	8.522878745280337	3.0000000000000012e-09	False	True
SIK1	allergy	2	2	2	8.0	1e-08	False	True
ITPR3	allergy	2	1	2	12.397940008672036	4.0000000000000173e-13	False	True
CTIF	allergy	2	2	2	7.698970004336019	2.0000000000000004e-08	False	True
SMAD7	allergy	2	2	2	9.69897000433602	1.999999999999992e-10	False	True
EGR2	allergy	2	2	2	8.522878745280337	3.0000000000000012e-09	False	True
PUDPP2	allergy	2	2	2	18.522878745280337	3.0000000000000014e-19	False	False
RPTN	allergy	2	2	2	18.522878745280337	3.0000000000000014e-19	False	True
GPSM3	allergy	2	2	2	19.096910013008056	8.000000000000003e-20	False	True
OR10A3	allergy	2	2	2	21.69897000433602	2.0000000000000003e-22	False	True
GIRGL	allergy	2	2	2	11.397940008672036	4.000000000000018e-12	False	False
ITGB8-AS1	allergy	2	2	2	11.397940008672036	4.000000000000018e-12	False	False
LCE3A	allergy	2	1	2	34.69897000433602	2.0000000000000003e-35	False	True
LCEP4	allergy	2	1	2	34.69897000433602	2.0000000000000003e-35	False	False
DLGAP1	allergy	2	2	2	11.045757490560677	8.99999999999997e-12	False	True
PLB1	allergy	2	1	2	12.522878745280336	3.0000000000000135e-13	False	True
KRTCAP2	allergy	2	1	2	7.698970004336019	2.0000000000000004e-08	False	True
SNRPGP8	allergy	2	1	2	12.30102999566398	5.00000000000002e-13	False	False
MBD2	allergy	2	1	2	9.69897000433602	1.999999999999992e-10	False	True
ISCA1P3	allergy	2	2	2	7.397940008672037	4.0000000000000093e-08	False	False
ARL2BPP8	allergy	2	2	2	7.397940008672037	4.0000000000000093e-08	False	False
H6PD	allergy	2	2	2	11.045757490560677	8.99999999999997e-12	False	True
SLC35D1	allergy	2	2	2	8.096910013008056	8.000000000000004e-09	False	True
CDK8P2	allergy	2	2	2	8.522878745280337	3.0000000000000012e-09	False	False
SLC39A8	allergy	2	1	2	10.397940008672036	4.000000000000017e-11	False	True
SGPL1	allergy	2	2	2	9.0	1e-09	False	True
UNC5B	allergy	2	2	2	9.0	1e-09	False	True
LINC00624	allergy	2	1	2	8.698970004336019	2e-09	False	False
SEMA6C	allergy	2	1	2	9.69897000433602	1.999999999999992e-10	False	True
PGLYRP4	allergy	2	1	2	17.69897000433602	2e-18	False	True
LINC02879	allergy	2	2	2	9.0	1e-09	False	False
MIR302F	allergy	2	2	2	9.0	1e-09	False	False
PRKCQ	allergy	2	2	2	12.30102999566398	5.00000000000002e-13	False	True
TBX21	allergy	2	2	2	10.522878745280336	3.0000000000000136e-11	False	True
NEURL1B	allergy	2	1	2	16.522878745280337	3.000000000000001e-17	False	True
DUSP1	allergy	2	1	2	16.522878745280337	3.000000000000001e-17	False	True
IL4	allergy	2	2	2	22.22184874961636	5.999999999999954e-23	False	True
FKBPL	allergy	2	2	2	12.522878745280336	3.0000000000000135e-13	False	True
FGFR3P1	allergy	2	1	2	8.221848749616356	6.000000000000003e-09	False	False
IGHV3-73	allergy	2	2	2	10.154901959985745	6.999999999999973e-11	False	False
CFB	allergy	2	1	2	8.522878745280337	3.0000000000000012e-09	False	True
HLA-DRB6	allergy	2	2	2	10.522878745280336	3.0000000000000136e-11	True	False
RPL23AP39	allergy	2	2	2	10.397940008672036	4.000000000000017e-11	False	False
RPL21P17	allergy	2	2	2	10.397940008672036	4.000000000000017e-11	False	False
RBMS3	allergy	2	2	2	9.69897000433602	1.999999999999992e-10	False	True
KCTD8	allergy	2	2	2	8.0	1e-08	False	True
CPE	allergy	2	2	2	15.69897000433602	1.999999999999992e-16	False	True
PHB1P7	allergy	2	2	2	12.69897000433602	1.999999999999992e-13	False	False
LINC01653	allergy	2	2	1	10.0	1e-10	False	False
NCKAP5	allergy	2	2	2	9.69897000433602	1.999999999999992e-10	False	True
MFN2	allergy	2	2	2	9.045757490560677	8.99999999999997e-10	False	True
ZNF37BP	allergy	2	1	1	9.045757490560677	8.99999999999997e-10	False	False
EFHD2-AS1	allergy	2	1	2	12.221848749616356	6.000000000000003e-13	False	False
L3MBTL4	allergy	2	1	2	11.69897000433602	1.9999999999999923e-12	False	True
LINC01798	allergy	2	2	2	9.045757490560677	8.99999999999997e-10	False	False
LINC01828	allergy	2	2	2	9.045757490560677	8.99999999999997e-10	False	False
FTO	allergy	2	1	2	10.69897000433602	1.999999999999992e-11	False	True
MUC16	allergy	2	1	2	10.154901959985745	6.999999999999973e-11	False	True
LINC01758	allergy	2	1	2	8.522878745280337	3.0000000000000012e-09	False	False
LDHBP3	allergy	2	2	2	8.221848749616356	6.000000000000003e-09	False	False
LINC02159	allergy	2	1	2	12.045757490560677	8.99999999999997e-13	False	False
GABRB2	allergy	2	1	2	12.045757490560677	8.99999999999997e-13	False	True
LINC02817	allergy	2	2	2	8.0	1e-08	False	False
LINC02711	allergy	2	2	2	9.221848749616356	6.000000000000003e-10	False	False
MTCYBP41	allergy	2	2	2	9.221848749616356	6.000000000000003e-10	False	False
CCDC102B	allergy	2	1	2	9.397940008672036	4.000000000000017e-10	False	True
TBX20	allergy	2	2	2	9.0	1e-09	False	True
HERPUD2	allergy	2	2	2	9.0	1e-09	False	True
DBX1	allergy	2	1	2	8.698970004336019	2e-09	False	True
HTATIP2	allergy	2	1	2	8.698970004336019	2e-09	False	True
PPP1R1C	allergy	2	2	2	9.522878745280336	3.0000000000000134e-10	False	True
EPHA7	allergy	2	2	2	10.154901959985745	6.999999999999973e-11	False	True
MTCYBP36	allergy	2	2	2	10.154901959985745	6.999999999999973e-11	False	False
NRP1	allergy	2	2	2	7.698970004336019	2.0000000000000004e-08	False	True
LINC02628	allergy	2	2	2	7.698970004336019	2.0000000000000004e-08	False	False
PUS7L	allergy	2	1	2	14.0	1e-14	False	True
ARHGAP26	allergy	2	1	2	9.522878745280336	3.0000000000000134e-10	False	True
TMEM38BP1	allergy	2	1	2	8.221848749616356	6.000000000000003e-09	False	False
EI24P1	allergy	2	1	2	9.30102999566398	5.00000000000002e-10	False	False
MORC1	allergy	2	1	2	9.221848749616356	6.000000000000003e-10	False	True
ANK2	allergy	2	1	2	9.30102999566398	5.00000000000002e-10	False	True
IQCA1L	allergy	2	2	2	8.221848749616356	6.000000000000003e-09	False	True
STX8	allergy	2	1	2	12.69897000433602	1.999999999999992e-13	False	True
RPL17P45	allergy	2	2	1	8.698970004336019	2e-09	False	False
KC6	allergy	2	2	1	8.698970004336019	2e-09	False	False
LINC01331	allergy	2	2	2	9.69897000433602	1.999999999999992e-10	False	False
LINC01394	allergy	2	2	2	8.0	1e-08	False	False
EBF2	allergy	2	1	2	9.0	1e-09	False	True
SMIM20	allergy	2	2	2	10.045757490560677	8.99999999999997e-11	False	True
LINC02357	allergy	2	2	2	10.045757490560677	8.99999999999997e-11	False	False
LINC02054	allergy	2	2	2	9.045757490560677	8.99999999999997e-10	False	False
TEDDM3P	allergy	2	2	2	9.045757490560677	8.99999999999997e-10	False	False
TM4SF18	allergy	2	1	2	11.0	1e-11	False	True
IDO2	allergy	2	2	2	8.698970004336019	2e-09	False	True
LINC02866	allergy	2	2	2	8.698970004336019	2e-09	False	False
GLI3	allergy	2	2	2	8.045757490560675	9.000000000000006e-09	False	True
LINC01448	allergy	2	2	2	8.045757490560675	9.000000000000006e-09	False	False
MTND1P5	allergy	2	2	2	9.522878745280336	3.0000000000000134e-10	False	False
RNA5SP279	allergy	2	2	2	8.301029995663981	4.999999999999999e-09	False	False
NDUFB10P1	allergy	2	1	2	10.30102999566398	5.0000000000000196e-11	False	False
CGNL1	allergy	2	1	2	10.30102999566398	5.0000000000000196e-11	False	True
LRRTM4	allergy	2	1	2	9.69897000433602	1.999999999999992e-10	False	True
RPL38P2	allergy	2	1	2	9.69897000433602	1.999999999999992e-10	False	False
ZNF619P1	allergy	2	2	2	8.045757490560675	9.000000000000006e-09	False	False
HMGN1P19	allergy	2	2	2	8.045757490560675	9.000000000000006e-09	False	False
LINC02667	allergy	2	2	2	7.698970004336019	2.0000000000000004e-08	False	False
RN7SL292P	allergy	2	2	2	8.397940008672037	4.000000000000001e-09	False	False
LINC02092	allergy	2	2	2	9.096910013008056	8.000000000000003e-10	False	False
RBFADN	allergy	2	2	2	9.096910013008056	8.000000000000003e-10	False	False
ADNP2	allergy	2	2	2	9.096910013008056	8.000000000000003e-10	False	True
MGAT5B	allergy	2	2	2	8.0	1e-08	False	True
CBLN4	allergy	2	2	2	8.698970004336019	2e-09	False	True
RNU6-543P	allergy	2	2	2	7.698970004336019	2.0000000000000004e-08	False	False
MAP2	allergy	2	2	2	11.0	1e-11	False	True
SNX29	allergy	2	2	2	10.69897000433602	1.999999999999992e-11	False	True
FNDC3A	allergy	2	2	2	7.698970004336019	2.0000000000000004e-08	False	True
PDZD8	allergy	2	1	2	9.522878745280336	3.0000000000000134e-10	False	True
EMX2OS	allergy	2	1	2	9.522878745280336	3.0000000000000134e-10	False	False
CACNA2D3	allergy	2	2	2	8.301029995663981	4.999999999999999e-09	False	True
MIR4431	allergy	2	2	2	8.522878745280337	3.0000000000000012e-09	False	False
ASB3	allergy	2	2	2	8.522878745280337	3.0000000000000012e-09	False	True
LINC02562	allergy	2	2	2	8.0	1e-08	False	False
RPL7P20	allergy	2	1	2	8.698970004336019	2e-09	False	False
UNC5D	allergy	2	1	2	8.698970004336019	2e-09	False	True
TPT1P9	allergy	2	2	2	8.0	1e-08	False	False
LINC02578	allergy	2	2	2	8.0	1e-08	False	False
METTL4	allergy	2	2	2	7.522878745280337	3.000000000000001e-08	False	True
IER5L-AS1	allergy	2	2	2	9.397940008672036	4.000000000000017e-10	False	False
ULK4	allergy	2	2	2	8.0	1e-08	False	True
LMX1B	allergy	2	1	2	11.397940008672036	4.000000000000018e-12	False	True
ZBTB43	allergy	2	1	2	11.397940008672036	4.000000000000018e-12	False	True
GPR156	allergy	2	2	2	9.0	1e-09	False	True
MYO3B-AS1	allergy	2	1	2	9.0	1e-09	False	False
